product_id,name,category,brand,price,rating,description,category_encoded,brand_encoded,product_idx,log_price,price_normalized,rating_normalized,unique_users,total_interactions,avg_user_rating,purchase_count,purchase_rate
P00659,IFB Ultra Refrigerator 1000L,Home & Kitchen,IFB,9970.0,3.9,Transform your kitchen with IFB Ultra Refrigerator 1000L. Reliable performance by IFB. This premium product offers great value for money.,5,17,658,9.207436158828793,0.6807613647366122,0.6857142857142855,15,15,3.5,3.0,0.1999866675554963
P00660,LOreal Neo Makeup Kit,Beauty,LOreal,1660.0,3.4,LOreal Neo Makeup Kit - Your secret to radiant skin. Premium formulation by LOreal. This mid-range product offers great value for money.,0,19,659,7.415175109613295,0.4694315188374339,0.5428571428571427,11,11,3.3,1.0,0.0909008271975275
P00661,Philips Essential Electric Kettle,Home & Kitchen,Philips,10020.0,2.9,Transform your kitchen with Philips Essential Electric Kettle. Reliable performance by Philips. This premium product offers great value for money.,5,37,660,9.212438170058329,0.6813511640087586,0.39999999999999997,4,4,0.0,0.0,0.0
P00662,Puma Classic Tennis Racket,Sports,Puma,1210.0,3.1,Puma Classic Tennis Racket - Engineered for athletes. Durable and high-performance. This mid-range product offers great value for money.,6,40,661,7.099201743553092,0.43217433312390413,0.45714285714285713,14,14,0.0,1.0,0.07142346975216056
P00663,Tata Deluxe Honey 500g,Grocery,Tata,1560.0,3.6,Pure and natural Tata Deluxe Honey 500g by Tata. Quality you can trust. This mid-range product offers great value for money.,4,46,662,7.353081920515432,0.46210996035733204,0.5999999999999999,8,8,0.0,1.0,0.1249843769528809
P00664,Pigeon Eco Mixer Grinder,Home & Kitchen,Pigeon,21470.0,4.7,Bring home Pigeon Eco Mixer Grinder by Pigeon. Built for modern households. This premium product offers great value for money.,5,38,663,9.974458466406707,0.771202824775385,0.9142857142857141,9,9,0.0,0.0,0.0
P00665,Stories of Advanced Adventures,Books,HarperCollins,430.0,2.7,Expand your horizons with Stories of Advanced Adventures. Available from HarperCollins publications. This budget-friendly product offers great value for money.,1,13,664,6.066108090103747,0.31035975556644796,0.3428571428571429,15,15,3.2,4.0,0.26664889007399506
P00666,Neo Science Fiction Novel,Books,Cambridge,1220.0,3.0,Dive into Neo Science Fiction Novel. An enriching read published by Cambridge. This mid-range product offers great value for money.,1,6,665,7.107425474110705,0.43314401313353074,0.42857142857142855,14,14,0.0,1.0,0.07142346975216056
P00667,Lite Science Fiction Novel,Books,Cambridge,2320.0,3.6,Dive into Lite Science Fiction Novel. An enriching read published by Cambridge. This mid-range product offers great value for money.,1,6,666,7.749753406274437,0.5088824570283621,0.5999999999999999,10,10,4.5,1.0,0.09999000099990002
P00668,Lakme Max Perfume 256ml,Beauty,Lakme,350.0,3.3,Enhance your beauty routine with Lakme Max Perfume 256ml by Lakme. Dermatologically tested. This budget-friendly product offers great value for money.,0,20,667,5.860786223465865,0.28614975643975377,0.5142857142857142,5,5,3.7,1.0,0.1999600079984003
P00669,Haldirams Smart Spices Combo,Grocery,Haldirams,120.0,4.1,Haldirams Smart Spices Combo - Goodness in every bite. Premium selection from Haldirams. This budget-friendly product offers great value for money.,4,12,668,4.795790545596741,0.16057353383206635,0.7428571428571427,9,10,4.4,1.0,0.09999000099990002
P00670,LG Basic Induction Cooktop,Home & Kitchen,LG,4570.0,3.6,LG Basic Induction Cooktop - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,5,18,669,8.427487278331744,0.5887957011426701,0.5999999999999999,5,5,3.5,1.0,0.1999600079984003
P00671,Stories of Classic Adventures,Books,Penguin,160.0,2.9,Dive into Stories of Classic Adventures. An enriching read published by Penguin. This budget-friendly product offers great value for money.,1,35,670,5.081404364984463,0.19425095178650048,0.39999999999999997,6,6,4.5,1.0,0.16663889351774702
P00672,Samsung Tablet Premium 128GB,Electronics,Samsung,16450.0,3.5,Samsung Tablet Premium 128GB - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,3,43,671,9.708141544619421,0.7398007508050304,0.5714285714285714,12,12,0.0,0.0,0.0
P00673,Nerf Max Outdoor Play Set,Toys,Nerf,5820.0,3.9,Spark imagination with Nerf Max Outdoor Play Set from Nerf. Safe and educational. This premium product offers great value for money.,7,26,672,8.669227347271736,0.6172998588038028,0.6857142857142855,9,10,3.7,1.0,0.09999000099990002
P00674,Adidas Royal Yoga Mat,Sports,Adidas,490.0,4.3,Adidas Royal Yoga Mat - Engineered for athletes. Durable and high-performance. This budget-friendly product offers great value for money.,6,0,673,6.19644412779452,0.3257279937884174,0.7999999999999998,14,14,0.0,1.0,0.07142346975216056
P00675,H&M Premium Hoodie,Clothing,H&M,1870.0,3.8076158940397353,Step out in style with H&M Premium Hoodie. Made with premium quality fabric by H&M. This mid-range product offers great value for money.,2,11,674,7.534228326274089,0.4834693722749897,0.6593188268684957,9,9,3.65,2.0,0.22219753360737698
P00676,H&M Essential Sneakers,Clothing,H&M,2110.0,4.0,Step out in style with H&M Essential Sneakers. Made with premium quality fabric by H&M. This mid-range product offers great value for money.,2,11,675,7.65491704784832,0.4977000720623979,0.7142857142857142,14,14,0.0,0.0,0.0
P00677,Nike Max Polo Shirt,Clothing,Nike,3350.0,3.6,Step out in style with Nike Max Polo Shirt. Made with premium quality fabric by Nike. This mid-range product offers great value for money.,2,28,676,8.11701408773731,0.5521870544542498,0.5999999999999999,7,7,3.7,1.0,0.142836737608913
P00678,Levis Basic Polo Shirt,Clothing,Levis,510.0,4.6,Levis Basic Polo Shirt - Comfort meets fashion. Perfect for any occasion. This budget-friendly product offers great value for money.,2,22,677,6.236369590203704,0.3304357018659207,0.8857142857142855,10,10,0.0,0.0,0.0
P00679,"Oppo Laptop Ultra Series 64""",Electronics,Oppo,17240.0,3.5,"Experience cutting-edge technology with Oppo Laptop Ultra Series 64"". Features latest innovations from Oppo. This premium product offers great value for money.",3,31,678,9.75504554717585,0.7453313154717365,0.5714285714285714,10,11,3.1,2.0,0.181801654395055
P00680,Nerf Premium Educational Kit,Toys,Nerf,240.0,2.9,Nerf Premium Educational Kit - Fun for all ages. Quality entertainment by Nerf. This budget-friendly product offers great value for money.,7,26,679,5.484796933490655,0.24181594762045117,0.39999999999999997,8,8,0.0,1.0,0.1249843769528809
P00681,Fisher-Price Max Educational Kit,Toys,Fisher-Price,1310.0,3.3,Create happy memories with Fisher-Price Max Educational Kit. Trusted toy from Fisher-Price. This mid-range product offers great value for money.,7,9,680,7.1785454837637,0.4415299459120701,0.5142857142857142,10,10,0.0,1.0,0.09999000099990002
P00682,Apple Tablet Advanced 65GB,Electronics,Apple,68420.0,2.5,Apple Tablet Advanced 65GB - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,3,2,681,11.13343507403426,0.9078605666807238,0.28571428571428564,11,11,0.0,1.0,0.0909008271975275
P00683,The Essential Journey by Scholastic,Books,Scholastic,1840.0,2.5,Dive into The Essential Journey by Scholastic. An enriching read published by Scholastic. This mid-range product offers great value for money.,1,44,682,7.518064181233078,0.48156341874098635,0.28571428571428564,10,10,0.0,0.0,0.0
P00684,Patanjali Pro Tea 50g,Grocery,Patanjali,330.0,3.7791808873720134,Patanjali Pro Tea 50g - Goodness in every bite. Premium selection from Patanjali. This budget-friendly product offers great value for money.,4,33,683,5.802118375377063,0.279232088223246,0.6511945392491465,11,11,5.0,1.0,0.0909008271975275
P00685,Patanjali Pro Cooking Oil 128L,Grocery,Patanjali,380.0,4.1,Patanjali Pro Cooking Oil 128L - Goodness in every bite. Premium selection from Patanjali. This budget-friendly product offers great value for money.,4,33,684,5.942799375126701,0.2958201260043754,0.7428571428571427,12,12,4.6,2.0,0.16665277893508876
P00686,Zara Silver Polo Shirt,Clothing,Zara,2850.0,4.0,Step out in style with Zara Silver Polo Shirt. Made with premium quality fabric by Zara. This mid-range product offers great value for money.,2,52,685,7.955425088912672,0.5331337038078354,0.7142857142857142,7,7,0.0,0.0,0.0
P00687,Wilson Basic Badminton Racket,Sports,Wilson,2670.0,4.2,Elevate your game with Wilson Basic Badminton Racket by Wilson. Professional grade quality. This mid-range product offers great value for money.,6,49,686,7.890208213109961,0.525443823854552,0.7714285714285714,7,7,0.0,0.0,0.0
P00688,Wilson Royal Badminton Racket,Sports,Wilson,1860.0,3.4,Train like a pro with Wilson Royal Badminton Racket. Premium sports gear from Wilson. This mid-range product offers great value for money.,6,49,687,7.528869256642251,0.4828374713808899,0.5428571428571427,11,11,4.1,2.0,0.181801654395055
P00689,Mattel Neo Art Set,Toys,Mattel,3860.0,3.7985197368421053,Spark imagination with Mattel Neo Art Set from Mattel. Safe and educational. This mid-range product offers great value for money.,7,24,688,8.258681496264236,0.5688914020859943,0.6567199248120299,12,12,4.8,2.0,0.16665277893508876
P00690,Haldirams Royal Cereal 256g,Grocery,Haldirams,200.0,5.0,Haldirams Royal Cereal 256g - Goodness in every bite. Premium selection from Haldirams. This budget-friendly product offers great value for money.,4,12,689,5.303304908059076,0.22041578284915636,0.9999999999999998,14,14,0.0,0.0,0.0
P00691,H&M Smart Sneakers,Clothing,H&M,2260.0,3.9,"Express yourself with H&M Smart Sneakers from H&M. Trendy design, lasting comfort. This mid-range product offers great value for money.",2,11,690,7.72356247227797,0.5057942204972765,0.6857142857142855,8,8,0.0,0.0,0.0
P00692,Amul Max Cereal 8g,Grocery,Amul,1250.0,3.1,Amul Max Cereal 8g - Goodness in every bite. Premium selection from Amul. This mid-range product offers great value for money.,4,1,691,7.1316985104669115,0.4360061057036437,0.45714285714285713,8,8,0.0,1.0,0.1249843769528809
P00693,Bosch Max Pressure Cooker 50L,Home & Kitchen,Bosch,19700.0,4.8,Transform your kitchen with Bosch Max Pressure Cooker 50L. Reliable performance by Bosch. This premium product offers great value for money.,5,4,692,9.888424674859083,0.7610583718131116,0.9428571428571426,6,6,0.0,0.0,0.0
P00694,Elite Mystery Thriller,Books,Pearson,370.0,4.7,Dive into Elite Mystery Thriller. An enriching read published by Pearson. This budget-friendly product offers great value for money.,1,34,693,5.916202062607435,0.2926839723963454,0.9142857142857141,10,10,0.0,0.0,0.0
P00695,Apple Camera Premium 128MP,Electronics,Apple,15590.0,4.2,Upgrade your tech life with Apple Camera Premium 128MP by Apple. Engineered for excellence. This premium product offers great value for money.,3,2,694,9.654449103676551,0.733469744908666,0.7714285714285714,11,11,3.9,2.0,0.181801654395055
P00696,Philips Silver Vacuum Cleaner,Home & Kitchen,Philips,7460.0,3.7,Philips Silver Vacuum Cleaner - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,5,37,695,8.917444732471514,0.6465677725302807,0.6285714285714286,5,5,0.0,0.0,0.0
P00697,Yonex Deluxe Tennis Racket,Sports,Yonex,2780.0,3.2,Yonex Deluxe Tennis Racket - Engineered for athletes. Durable and high-performance. This mid-range product offers great value for money.,6,51,696,7.930565854233965,0.5302024911721972,0.4857142857142857,6,6,3.7,2.0,0.33327778703549404
P00698,History of Royal Civilizations,Books,Cambridge,440.0,3.5,Dive into History of Royal Civilizations. An enriching read published by Cambridge. This budget-friendly product offers great value for money.,1,6,697,6.089044875446846,0.3130642875396788,0.5714285714285714,12,12,0.0,0.0,0.0
P00699,Complete Ultra Reference,Books,Pearson,1000.0,4.6,Dive into Complete Ultra Reference. An enriching read published by Pearson. This mid-range product offers great value for money.,1,34,698,6.90875477931522,0.40971826980546483,0.8857142857142855,8,8,4.3,1.0,0.1249843769528809
P00700,Apple Power Bank 16mAh,Electronics,Apple,7240.0,3.3,Upgrade your tech life with Apple Power Bank 16mAh by Apple. Engineered for excellence. This premium product offers great value for money.,3,2,699,8.88751459738882,0.6430386377329051,0.5142857142857142,10,10,2.5,1.0,0.09999000099990002
P00701,Maybelline Advanced Face Wash,Beauty,Maybelline,190.0,3.0,Discover the magic of Maybelline Advanced Face Wash. Trusted skincare from Maybelline. This budget-friendly product offers great value for money.,0,25,700,5.25227342804663,0.21439853730796815,0.42857142857142855,9,9,3.8,1.0,0.11109876680368849
P00702,Levis Premium T-Shirt,Clothing,Levis,1100.0,4.2,Levis Premium T-Shirt - Comfort meets fashion. Perfect for any occasion. This mid-range product offers great value for money.,2,22,701,7.00397413672268,0.4209458151099534,0.7714285714285714,14,14,5.0,1.0,0.07142346975216056
P00703,Levis Elite Sneakers,Clothing,Levis,1020.0,3.8,Levis Elite Sneakers - Comfort meets fashion. Perfect for any occasion. This mid-range product offers great value for money.,2,22,702,6.928537818164665,0.412050935882932,0.657142857142857,6,6,0.0,1.0,0.16663889351774702
P00704,Tata Neo Spices Combo,Grocery,Tata,1320.0,3.3,Tata Neo Spices Combo - Goodness in every bite. Premium selection from Tata. This mid-range product offers great value for money.,4,46,703,7.186144304522325,0.4424259412921174,0.5142857142857142,5,5,0.0,0.0,0.0
P00705,OnePlus Smartwatch Eco Edition,Electronics,OnePlus,13460.0,3.4,Experience cutting-edge technology with OnePlus Smartwatch Eco Edition. Features latest innovations from OnePlus. This premium product offers great value for money.,3,30,704,9.507551894644093,0.7161487388189354,0.5428571428571427,4,4,0.0,0.0,0.0
P00706,Nivea Silver Serum,Beauty,Nivea,1580.0,2.4,Discover the magic of Nivea Silver Serum. Trusted skincare from Nivea. This mid-range product offers great value for money.,0,29,705,7.365812837209472,0.4636110936126045,0.25714285714285706,7,7,0.0,0.0,0.0
P00707,Oppo Smartphone Silver 256GB,Electronics,Oppo,35530.0,3.4,Oppo Smartphone Silver 256GB - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,3,31,706,10.478160833848387,0.8305955922168775,0.5428571428571427,9,9,4.2,1.0,0.11109876680368849
P00708,OnePlus Power Bank 1000mAh,Electronics,OnePlus,12950.0,4.5,Experience cutting-edge technology with OnePlus Power Bank 1000mAh. Features latest innovations from OnePlus. This premium product offers great value for money.,3,30,707,9.468928284223587,0.7115945352659383,0.857142857142857,18,18,5.0,3.0,0.1666574079217821
P00709,Nerf Neo Outdoor Play Set,Toys,Nerf,3960.0,3.2,Nerf Neo Outdoor Play Set - Fun for all ages. Quality entertainment by Nerf. This mid-range product offers great value for money.,7,26,708,8.284251797621916,0.5719064583178304,0.4857142857142857,5,5,4.1,2.0,0.3999200159968006
P00710,Realme Smartphone Silver 16GB,Electronics,Realme,124710.0,3.7734939759036146,Realme Smartphone Silver 16GB - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,3,41,709,11.733754339485804,0.978645666827666,0.6495697074010327,12,12,0.0,0.0,0.0
P00711,Dove Elite Lipstick Set,Beauty,Dove,480.0,3.8,Discover the magic of Dove Elite Lipstick Set. Trusted skincare from Dove. This budget-friendly product offers great value for money.,0,8,710,6.175867270105761,0.32330172660688256,0.657142857142857,11,11,4.7,1.0,0.0909008271975275
P00712,Peter England Smart Hoodie,Clothing,Peter England,4250.0,2.1,"Express yourself with Peter England Smart Hoodie from Peter England. Trendy design, lasting comfort. This mid-range product offers great value for money.",2,36,711,8.35490952835879,0.5802378826685104,0.17142857142857143,12,12,3.5,2.0,0.16665277893508876
P00713,Tata Advanced Flour 1000kg,Grocery,Tata,1080.0,2.8,Healthy living starts with Tata Advanced Flour 1000kg. Fresh quality from Tata. This mid-range product offers great value for money.,4,46,712,6.985641817639208,0.41878420691756396,0.3714285714285714,5,5,0.0,0.0,0.0
P00714,Nestle Royal Chocolate Pack,Grocery,Nestle,40.0,1.5,Pure and natural Nestle Royal Chocolate Pack by Nestle. Quality you can trust. This budget-friendly product offers great value for money.,4,27,713,3.713572066704308,0.03296652899664404,0.0,7,7,3.2,1.0,0.142836737608913
P00715,Prestige Gold Pressure Cooker 16L,Home & Kitchen,Prestige,3060.0,5.0,Bring home Prestige Gold Pressure Cooker 16L by Prestige. Built for modern households. This mid-range product offers great value for money.,5,39,714,8.026496938945412,0.5415139579687807,0.9999999999999998,15,15,4.7,1.0,0.06666222251849876
P00716,LG Eco Washing Machine 1000kg,Home & Kitchen,LG,72840.0,4.0,Bring home LG Eco Washing Machine 1000kg by LG. Built for modern households. This premium product offers great value for money.,5,18,715,11.196034262467789,0.9152417887693598,0.7142857142857142,11,11,0.0,0.0,0.0
P00717,OnePlus Camera Classic 65MP,Electronics,OnePlus,30430.0,3.2,Upgrade your tech life with OnePlus Camera Classic 65MP by OnePlus. Engineered for excellence. This premium product offers great value for money.,3,30,716,10.323217104657997,0.812325801425418,0.4857142857142857,7,7,0.0,0.0,0.0
P00718,Nestle Advanced Honey 32g,Grocery,Nestle,1510.0,4.2,Pure and natural Nestle Advanced Honey 32g by Nestle. Quality you can trust. This mid-range product offers great value for money.,4,27,717,7.32052696227274,0.4582713262969122,0.7714285714285714,12,12,2.8,1.0,0.08332638946754438
P00719,Dove Royal Hair Oil 16ml,Beauty,Dove,220.0,4.6,Discover the magic of Dove Royal Hair Oil 16ml. Trusted skincare from Dove. This budget-friendly product offers great value for money.,0,8,718,5.3981627015177525,0.2316006952717818,0.8857142857142855,7,7,3.2,2.0,0.285673475217826
P00720,Pigeon Silver Refrigerator 750L,Home & Kitchen,Pigeon,3250.0,4.4,Transform your kitchen with Pigeon Silver Refrigerator 750L. Reliable performance by Pigeon. This mid-range product offers great value for money.,5,38,719,8.086717920303906,0.5486147598949056,0.8285714285714285,9,9,0.0,0.0,0.0
P00721,Realme Wireless Earbuds Eco,Electronics,Realme,26260.0,4.4,Realme Wireless Earbuds Eco - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,3,41,720,10.175840227862885,0.7949482365467715,0.8285714285714285,9,9,0.0,0.0,0.0
P00722,Philips Silver Vacuum Cleaner,Home & Kitchen,Philips,6340.0,3.5,Bring home Philips Silver Vacuum Cleaner by Philips. Built for modern households. This premium product offers great value for money.,5,37,721,8.754791763700032,0.6273889666076908,0.5714285714285714,12,12,4.0,1.0,0.08332638946754438
P00723,Patanjali Classic Coffee 32g,Grocery,Patanjali,50.0,3.2,Pure and natural Patanjali Classic Coffee 32g by Patanjali. Quality you can trust. This budget-friendly product offers great value for money.,4,33,722,3.9318256327243257,0.05870133615218959,0.4857142857142857,8,8,0.0,0.0,0.0
P00724,Prestige Silver Induction Cooktop,Home & Kitchen,Prestige,18890.0,4.1,Bring home Prestige Silver Induction Cooktop by Prestige. Built for modern households. This premium product offers great value for money.,5,39,723,9.846440897156853,0.7561079627887337,0.7428571428571427,9,9,0.0,0.0,0.0
P00725,Lego Neo Musical Toy,Toys,Lego,2740.0,3.2,Create happy memories with Lego Neo Musical Toy. Trusted toy from Lego. This mid-range product offers great value for money.,7,21,724,7.916078096302786,0.5284942045069478,0.4857142857142857,12,12,4.1,2.0,0.16665277893508876
P00726,Van Heusen Pro Polo Shirt,Clothing,Van Heusen,1810.0,3.5,Van Heusen Pro Polo Shirt - Comfort meets fashion. Perfect for any occasion. This mid-range product offers great value for money.,2,48,725,7.501634457883413,0.47962615022467797,0.5714285714285714,14,14,0.0,0.0,0.0
P00727,Lego Elite Remote Control Car,Toys,Lego,570.0,3.2,Create happy memories with Lego Elite Remote Control Car. Trusted toy from Lego. This budget-friendly product offers great value for money.,7,21,726,6.3473892096560105,0.3435262943780499,0.4857142857142857,9,9,3.5,2.0,0.22219753360737698
P00728,Reebok Deluxe Tennis Racket,Sports,Reebok,5880.0,3.3,Elevate your game with Reebok Deluxe Tennis Racket by Reebok. Professional grade quality. This premium product offers great value for money.,6,42,727,8.679482094459956,0.6185090209088264,0.5142857142857142,13,14,3.0,3.0,0.2142704092564817
P00729,Nike Elite Sneakers,Clothing,Nike,5000.0,4.2,Step out in style with Nike Elite Sneakers. Made with premium quality fabric by Nike. This premium product offers great value for money.,2,28,728,8.517393171418904,0.599396722985919,0.7714285714285714,8,8,0.0,0.0,0.0
P00730,Neo Self Help Guide,Books,Oxford,860.0,3.3,Neo Self Help Guide - A must-read for every book lover. Thought-provoking content. This budget-friendly product offers great value for money.,1,32,729,6.7580945044277305,0.3919535514966908,0.5142857142857142,11,11,0.0,0.0,0.0
P00731,Tata Royal Biscuits Pack,Grocery,Tata,60.0,4.2,Healthy living starts with Tata Royal Biscuits Pack. Fresh quality from Tata. This budget-friendly product offers great value for money.,4,46,730,4.110873864173311,0.07981334724967837,0.7714285714285714,8,8,4.1,1.0,0.1249843769528809
P00732,"LG Smart TV 128"" Ultra",Electronics,LG,3270.0,4.6,"Experience cutting-edge technology with LG Smart TV 128"" Ultra. Features latest innovations from LG. This mid-range product offers great value for money.",3,18,731,8.092851027538384,0.5493379294394942,0.8857142857142855,4,4,0.0,1.0,0.2499375156210947
P00733,Lego Pro Doll House,Toys,Lego,3320.0,3.4,Spark imagination with Lego Pro Doll House from Lego. Safe and educational. This mid-range product offers great value for money.,7,21,732,8.108021221376747,0.5511266837772204,0.5428571428571427,8,8,3.6,1.0,0.1249843769528809
P00734,H&M Deluxe Track Pants,Clothing,H&M,11200.0,3.1,H&M Deluxe Track Pants - Comfort meets fashion. Perfect for any occasion. This premium product offers great value for money.,2,11,733,9.32375833901174,0.6944771950412871,0.45714285714285713,6,6,0.0,0.0,0.0
P00735,Bosch Silver Refrigerator 64L,Home & Kitchen,Bosch,2660.0,4.5,Transform your kitchen with Bosch Silver Refrigerator 64L. Reliable performance by Bosch. This mid-range product offers great value for money.,5,4,734,7.886457270977689,0.5250015411730551,0.857142857142857,15,15,0.0,0.0,0.0
P00736,Amul Lite Honey 16g,Grocery,Amul,290.0,4.0,Pure and natural Amul Lite Honey 16g by Amul. Quality you can trust. This budget-friendly product offers great value for money.,4,1,735,5.673323267171493,0.2640455447330747,0.7142857142857142,5,5,0.0,0.0,0.0
P00737,Hot Wheels Elite Musical Toy,Toys,Hot Wheels,590.0,3.3,Create happy memories with Hot Wheels Elite Musical Toy. Trusted toy from Hot Wheels. This budget-friendly product offers great value for money.,7,16,736,6.3818160174060985,0.34758564275244613,0.5142857142857142,4,4,0.0,0.0,0.0
P00738,Bajaj Silver Air Fryer,Home & Kitchen,Bajaj,11900.0,3.6,Transform your kitchen with Bajaj Silver Air Fryer. Reliable performance by Bajaj. This premium product offers great value for money.,5,3,737,9.38437770918244,0.7016249719582082,0.5999999999999999,11,12,3.9,2.0,0.16665277893508876
P00739,Philips Neo Water Purifier,Home & Kitchen,Philips,53040.0,4.1,Philips Neo Water Purifier - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,5,37,738,10.87882047837734,0.8778383423583178,0.7428571428571427,11,11,0.0,1.0,0.0909008271975275
P00740,Lego Pro Educational Kit,Toys,Lego,1390.0,2.7,Lego Pro Educational Kit - Fun for all ages. Quality entertainment by Lego. This mid-range product offers great value for money.,7,21,739,7.237778191923443,0.44851421814912434,0.3428571428571429,12,12,0.0,0.0,0.0
P00741,LG Smartwatch Eco Edition,Electronics,LG,48380.0,5.0,Upgrade your tech life with LG Smartwatch Eco Edition by LG. Engineered for excellence. This premium product offers great value for money.,3,18,740,10.786862453648626,0.8669953486975348,0.9999999999999998,17,17,2.9,2.0,0.1176401388153638
P00742,Learn Silver in 30 Days,Books,Pearson,700.0,4.4,Expand your horizons with Learn Silver in 30 Days. Available from Pearson publications. This budget-friendly product offers great value for money.,1,34,741,6.55250788703459,0.36771233496651906,0.8285714285714285,14,14,0.0,0.0,0.0
P00743,Nerf Plus Board Game,Toys,Nerf,730.0,3.8,Create happy memories with Nerf Plus Board Game. Trusted toy from Nerf. This budget-friendly product offers great value for money.,7,26,742,6.594413459749778,0.3726535226512561,0.657142857142857,12,12,0.0,1.0,0.08332638946754438
P00744,Nivea Royal Lipstick Set,Beauty,Nivea,320.0,4.9,Enhance your beauty routine with Nivea Royal Lipstick Set by Nivea. Dermatologically tested. This budget-friendly product offers great value for money.,0,29,743,5.771441123130016,0.27561485902953203,0.9714285714285715,4,4,0.0,0.0,0.0
P00745,Lego Elite Musical Toy,Toys,Lego,940.0,4.8,Spark imagination with Lego Elite Musical Toy from Lego. Safe and educational. This budget-friendly product offers great value for money.,7,21,744,6.846943139585379,0.4024299094940021,0.9428571428571426,11,11,4.2,1.0,0.0909008271975275
P00746,Xiaomi Tablet Eco 128GB,Electronics,Xiaomi,11450.0,3.7,Xiaomi Tablet Eco 128GB - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,3,50,745,9.34583234141334,0.6970799941859487,0.6285714285714286,9,10,4.8,2.0,0.19998000199980004
P00747,Puma Smart Swimming Goggles,Sports,Puma,22220.0,3.6,Puma Smart Swimming Goggles - Engineered for athletes. Durable and high-performance. This premium product offers great value for money.,6,40,746,10.008793066681399,0.7752513007427877,0.5999999999999999,12,12,4.0,1.0,0.08332638946754438
P00748,Amul Basic Chocolate Pack,Grocery,Amul,630.0,3.6,Healthy living starts with Amul Basic Chocolate Pack. Fresh quality from Amul. This budget-friendly product offers great value for money.,4,1,747,6.447305862541213,0.35530770918156523,0.5999999999999999,7,7,0.0,0.0,0.0
P00749,LG Elite Vacuum Cleaner,Home & Kitchen,LG,20560.0,4.2,LG Elite Vacuum Cleaner - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,5,18,748,9.931151356518601,0.7660963784443675,0.7714285714285714,14,14,0.0,0.0,0.0
P00750,Yonex Elite Swimming Goggles,Sports,Yonex,6270.0,3.8189710610932477,Train like a pro with Yonex Elite Swimming Goggles. Premium sports gear from Yonex. This premium product offers great value for money.,6,51,749,8.74369111054302,0.6260800616788702,0.6625631603123563,12,12,4.7,2.0,0.16665277893508876
P00751,LOreal Deluxe Sunscreen SPF64,Beauty,LOreal,1350.0,2.5,LOreal Deluxe Sunscreen SPF64 - Your secret to radiant skin. Premium formulation by LOreal. This mid-range product offers great value for money.,0,19,750,7.208600337960199,0.4450737866425533,0.28571428571428564,13,13,4.6,1.0,0.07691716021844473
P00752,Adidas Lite Cycling Helmet,Sports,Adidas,2040.0,4.1,Adidas Lite Cycling Helmet - Engineered for athletes. Durable and high-performance. This mid-range product offers great value for money.,6,0,751,7.621195162809845,0.493723842834111,0.7428571428571427,6,6,0.0,0.0,0.0
P00753,Royal Self Help Guide,Books,Scholastic,1540.0,4.1,Royal Self Help Guide - A must-read for every book lover. Thought-provoking content. This mid-range product offers great value for money.,1,44,752,7.340186835320115,0.4605894695960248,0.7428571428571427,12,12,4.2,2.0,0.16665277893508876
P00754,Nerf Ultra Puzzle 65 Pieces,Toys,Nerf,4370.0,2.1,Nerf Ultra Puzzle 65 Pieces - Fun for all ages. Quality entertainment by Nerf. This mid-range product offers great value for money.,7,26,753,8.382747094863314,0.5835202776311104,0.17142857142857143,8,8,4.6,1.0,0.1249843769528809
P00755,History of Basic Civilizations,Books,Pearson,1450.0,3.6,History of Basic Civilizations - A must-read for every book lover. Thought-provoking content. This mid-range product offers great value for money.,1,34,754,7.280008252884188,0.45349366702966193,0.5999999999999999,9,9,3.3,2.0,0.22219753360737698
P00756,Stories of Deluxe Adventures,Books,Oxford,480.0,3.8,Dive into Stories of Deluxe Adventures. An enriching read published by Oxford. This budget-friendly product offers great value for money.,1,32,755,6.175867270105761,0.32330172660688256,0.657142857142857,10,10,3.2,1.0,0.09999000099990002
P00757,Garnier Lite Perfume 50ml,Beauty,Garnier,250.0,2.6,Discover the magic of Garnier Lite Perfume 50ml. Trusted skincare from Garnier. This budget-friendly product offers great value for money.,0,10,756,5.5254529391317835,0.24660979582173664,0.31428571428571433,10,10,3.1,1.0,0.09999000099990002
P00758,Adidas Neo Fitness Band,Sports,Adidas,5630.0,3.8189710610932477,Adidas Neo Fitness Band - Engineered for athletes. Durable and high-performance. This premium product offers great value for money.,6,0,757,8.636042325254618,0.613386932396063,0.6625631603123563,7,7,0.0,1.0,0.142836737608913
P00759,Haldirams Gold Rice 1000kg,Grocery,Haldirams,1660.0,3.2,Haldirams Gold Rice 1000kg - Goodness in every bite. Premium selection from Haldirams. This mid-range product offers great value for money.,4,12,758,7.415175109613295,0.4694315188374339,0.4857142857142857,14,14,4.6,3.0,0.2142704092564817
