user_id,age,gender,location,preferences
U00363,48.0,Male,Ahmedabad,"{""categories"": [""Sports"", ""Books"", ""Clothing""], ""brands"": [""Reebok"", ""Wilson"", ""HarperCollins"", ""Oxford"", ""Peter England""], ""price_range"": {""min"": 3643, ""max"": 33413}}"
U00364,43.0,Male,Nagpur,"{""categories"": [""Electronics"", ""Sports""], ""brands"": [""Sony"", ""OnePlus"", ""Adidas"", ""Yonex""], ""price_range"": {""min"": 3015, ""max"": 29622}}"
U00365,36.0,Male,Kolkata,"{""categories"": [""Grocery"", ""Beauty"", ""Books""], ""brands"": [""Britannia"", ""Nestle"", ""Nivea"", ""Dove"", ""Scholastic""], ""price_range"": {""min"": 1889, ""max"": 14548}}"
U00366,41.0,Female,Kolkata,"{""categories"": [""Beauty"", ""Grocery"", ""Books""], ""brands"": [""Maybelline"", ""The Body Shop"", ""Britannia"", ""MTR"", ""Scholastic""], ""price_range"": {""min"": 3162, ""max"": 16844}}"
U00367,26.0,Female,Chennai,"{""categories"": [""Beauty"", ""Sports"", ""Clothing""], ""brands"": [""Garnier"", ""The Body Shop"", ""Reebok"", ""Puma"", ""Peter England""], ""price_range"": {""min"": 1288, ""max"": 42369}}"
U00368,37.0,Male,Jaipur,"{""categories"": [""Beauty""], ""brands"": [""LOreal"", ""Lakme""], ""price_range"": {""min"": 2845, ""max"": 34890}}"
U00369,40.0,Male,Lucknow,"{""categories"": [""Toys"", ""Books""], ""brands"": [""Mattel"", ""Hasbro"", ""Scholastic"", ""Penguin""], ""price_range"": {""min"": 2773, ""max"": 26802}}"
U00370,25.0,Female,Chennai,"{""categories"": [""Clothing"", ""Home & Kitchen""], ""brands"": [""Peter England"", ""Zara"", ""Havells"", ""Bosch""], ""price_range"": {""min"": 792, ""max"": 49319}}"
U00371,38.0,Male,Ahmedabad,"{""categories"": [""Books"", ""Clothing"", ""Beauty""], ""brands"": [""Scholastic"", ""Cambridge"", ""H&M"", ""Adidas"", ""Lakme""], ""price_range"": {""min"": 2251, ""max"": 38530}}"
U00372,,Male,Kochi,"{""categories"": [""Books"", ""Clothing""], ""brands"": [""Penguin"", ""Cambridge"", ""Levis"", ""Zara""], ""price_range"": {""min"": 2018, ""max"": 45888}}"
U00373,38.0,Female,Hyderabad,"{""categories"": [""Electronics"", ""Grocery"", ""Books""], ""brands"": [""Xiaomi"", ""Oppo"", ""Amul"", ""Tata"", ""Pearson""], ""price_range"": {""min"": 2124, ""max"": 35125}}"
U00374,31.0,Male,Mumbai,"{""categories"": [""Home & Kitchen"", ""Books""], ""brands"": [""LG"", ""Philips"", ""Pearson"", ""HarperCollins""], ""price_range"": {""min"": 1307, ""max"": 17024}}"
U00375,29.0,Male,Indore,"{""categories"": [""Beauty"", ""Home & Kitchen""], ""brands"": [""LOreal"", ""Garnier"", ""Prestige"", ""IFB""], ""price_range"": {""min"": 1953, ""max"": 47998}}"
U00376,22.0,Female,Delhi,"{""categories"": [""Books"", ""Beauty"", ""Sports""], ""brands"": [""Pearson"", ""Penguin"", ""Maybelline"", ""Nivea"", ""Decathlon""], ""price_range"": {""min"": 570, ""max"": 30102}}"
U00377,33.0,Male,Coimbatore,"{""categories"": [""Electronics""], ""brands"": [""Realme"", ""Oppo""], ""price_range"": {""min"": 1654, ""max"": 50550}}"
U00378,21.0,Female,Ahmedabad,"{""categories"": [""Home & Kitchen""], ""brands"": [""Havells"", ""Prestige""], ""price_range"": {""min"": 905, ""max"": 46451}}"
U00379,29.0,Male,Mumbai,"{""categories"": [""Beauty""], ""brands"": [""Dove"", ""The Body Shop""], ""price_range"": {""min"": 1190, ""max"": 7295}}"
U00380,48.0,Male,Delhi,"{""categories"": [""Sports"", ""Home & Kitchen""], ""brands"": [""Reebok"", ""Wilson"", ""LG"", ""Pigeon""], ""price_range"": {""min"": 3314, ""max"": 17570}}"
U00381,30.0,Female,Nagpur,"{""categories"": [""Grocery"", ""Home & Kitchen"", ""Clothing""], ""brands"": [""Patanjali"", ""Tata"", ""Bosch"", ""Pigeon"", ""Peter England""], ""price_range"": {""min"": 2023, ""max"": 29649}}"
U00382,41.0,Female,Chennai,"{""categories"": [""Home & Kitchen"", ""Electronics""], ""brands"": [""Bosch"", ""IFB"", ""OnePlus"", ""Oppo""], ""price_range"": {""min"": 2851, ""max"": 15663}}"
U00383,36.0,Male,Chandigarh,"{""categories"": [""Books""], ""brands"": [""HarperCollins"", ""Cambridge""], ""price_range"": {""min"": 2703, ""max"": 47167}}"
U00384,50.0,Male,Nagpur,"{""categories"": [""Toys"", ""Grocery""], ""brands"": [""Fisher-Price"", ""Hot Wheels"", ""Britannia"", ""Tata""], ""price_range"": {""min"": 3470, ""max"": 43706}}"
U00385,38.0,Female,Pune,"{""categories"": [""Clothing""], ""brands"": [""Puma"", ""Adidas""], ""price_range"": {""min"": 2470, ""max"": 43490}}"
U00386,48.0,Female,Ahmedabad,"{""categories"": [""Sports""], ""brands"": [""Adidas"", ""Nike""], ""price_range"": {""min"": 3508, ""max"": 12340}}"
U00387,27.0,Male,Chennai,"{""categories"": [""Toys""], ""brands"": [""Hasbro"", ""Fisher-Price""], ""price_range"": {""min"": 1216, ""max"": 44618}}"
U00388,23.0,Male,Indore,"{""categories"": [""Beauty""], ""brands"": [""LOreal"", ""The Body Shop""], ""price_range"": {""min"": 842, ""max"": 41359}}"
U00389,29.0,Male,Lucknow,"{""categories"": [""Electronics"", ""Home & Kitchen"", ""Sports""], ""brands"": [""Xiaomi"", ""Oppo"", ""Philips"", ""Prestige"", ""Wilson""], ""price_range"": {""min"": 1985, ""max"": 27180}}"
U00390,28.0,Female,Ahmedabad,"{""categories"": [""Beauty"", ""Clothing"", ""Books""], ""brands"": [""Garnier"", ""Dove"", ""H&M"", ""Zara"", ""Penguin""], ""price_range"": {""min"": 1798, ""max"": 10071}}"
U00391,45.0,Female,Kolkata,"{""categories"": [""Books"", ""Clothing""], ""brands"": [""HarperCollins"", ""Oxford"", ""Puma"", ""Levis""], ""price_range"": {""min"": 3204, ""max"": 11036}}"
U00392,20.0,Male,Kochi,"{""categories"": [""Sports""], ""brands"": [""Reebok"", ""Wilson""], ""price_range"": {""min"": 390, ""max"": 48102}}"
U00393,25.0,Male,Jaipur,"{""categories"": [""Grocery"", ""Toys"", ""Beauty""], ""brands"": [""Patanjali"", ""Haldirams"", ""Hasbro"", ""Nerf"", ""Garnier""], ""price_range"": {""min"": 1590, ""max"": 30339}}"
U00394,32.0,Male,Nagpur,"{""categories"": [""Clothing"", ""Beauty"", ""Books""], ""brands"": [""Zara"", ""Nike"", ""Dove"", ""Lakme"", ""Penguin""], ""price_range"": {""min"": 2080, ""max"": 25988}}"
U00395,38.0,Male,Coimbatore,"{""categories"": [""Books""], ""brands"": [""Cambridge"", ""Pearson""], ""price_range"": {""min"": 2075, ""max"": 25362}}"
U00396,24.0,Male,Bangalore,"{""categories"": [""Home & Kitchen"", ""Grocery""], ""brands"": [""LG"", ""Prestige"", ""Haldirams"", ""Nestle""], ""price_range"": {""min"": 968, ""max"": 10914}}"
U00397,38.0,Female,Kochi,"{""categories"": [""Grocery"", ""Electronics"", ""Beauty""], ""brands"": [""Amul"", ""Tata"", ""Oppo"", ""Apple"", ""Dove""], ""price_range"": {""min"": 2899, ""max"": 31154}}"
U00398,30.0,Male,Ahmedabad,"{""categories"": [""Electronics""], ""brands"": [""Oppo"", ""Xiaomi""], ""price_range"": {""min"": 1652, ""max"": 45846}}"
U00399,42.0,Female,Indore,"{""categories"": [""Beauty"", ""Sports"", ""Electronics""], ""brands"": [""Nivea"", ""LOreal"", ""Decathlon"", ""Nike"", ""LG""], ""price_range"": {""min"": 2913, ""max"": 27390}}"
U00400,34.0,Female,Delhi,"{""categories"": [""Electronics"", ""Books"", ""Home & Kitchen""], ""brands"": [""Apple"", ""OnePlus"", ""Penguin"", ""Pearson"", ""LG""], ""price_range"": {""min"": 2194, ""max"": 18636}}"
U00401,43.0,Male,Chennai,"{""categories"": [""Toys"", ""Clothing"", ""Grocery""], ""brands"": [""Nerf"", ""Fisher-Price"", ""Zara"", ""Levis"", ""Amul""], ""price_range"": {""min"": 3400, ""max"": 40426}}"
U00402,,Female,Pune,"{""categories"": [""Clothing"", ""Sports"", ""Toys""], ""brands"": [""Puma"", ""Zara"", ""Decathlon"", ""Puma"", ""Lego""], ""price_range"": {""min"": 1732, ""max"": 36745}}"
U00403,33.0,Male,Jaipur,"{""categories"": [""Toys"", ""Beauty"", ""Clothing""], ""brands"": [""Nerf"", ""Hasbro"", ""The Body Shop"", ""Lakme"", ""Nike""], ""price_range"": {""min"": 1951, ""max"": 46151}}"
U00404,22.0,Male,Ahmedabad,"{""categories"": [""Toys"", ""Beauty""], ""brands"": [""Fisher-Price"", ""Hasbro"", ""Maybelline"", ""Nivea""], ""price_range"": {""min"": 876, ""max"": 43499}}"
U00405,38.0,Male,Kolkata,"{""categories"": [""Home & Kitchen"", ""Grocery""], ""brands"": [""Philips"", ""Bosch"", ""Patanjali"", ""Tata""], ""price_range"": {""min"": 2016, ""max"": 17577}}"
U00406,51.0,Male,Mumbai,"{""categories"": [""Toys"", ""Beauty"", ""Electronics""], ""brands"": [""Hasbro"", ""Nerf"", ""Lakme"", ""The Body Shop"", ""Samsung""], ""price_range"": {""min"": 3686, ""max"": 31311}}"
U00407,21.0,Other,Lucknow,"{""categories"": [""Electronics"", ""Clothing"", ""Sports""], ""brands"": [""Samsung"", ""LG"", ""Peter England"", ""Adidas"", ""Yonex""], ""price_range"": {""min"": 738, ""max"": 34628}}"
U00408,30.0,Female,Indore,"{""categories"": [""Electronics"", ""Clothing""], ""brands"": [""OnePlus"", ""Apple"", ""Zara"", ""H&M""], ""price_range"": {""min"": 1508, ""max"": 25741}}"
U00409,,Female,Lucknow,"{""categories"": [""Sports"", ""Clothing""], ""brands"": [""Puma"", ""Adidas"", ""Levis"", ""Peter England""], ""price_range"": {""min"": 1144, ""max"": 43107}}"
U00410,59.0,Male,Chennai,"{""categories"": [""Beauty"", ""Electronics""], ""brands"": [""Dove"", ""The Body Shop"", ""Sony"", ""Xiaomi""], ""price_range"": {""min"": 4967, ""max"": 28812}}"
U00411,22.0,Male,Chandigarh,"{""categories"": [""Toys"", ""Beauty"", ""Books""], ""brands"": [""Lego"", ""Mattel"", ""Garnier"", ""The Body Shop"", ""Oxford""], ""price_range"": {""min"": 1296, ""max"": 46881}}"
U00412,46.0,Other,Kolkata,"{""categories"": [""Toys""], ""brands"": [""Fisher-Price"", ""Hasbro""], ""price_range"": {""min"": 3641, ""max"": 25394}}"
U00413,23.0,Female,Chennai,"{""categories"": [""Toys"", ""Clothing"", ""Beauty""], ""brands"": [""Fisher-Price"", ""Hasbro"", ""Levis"", ""Puma"", ""The Body Shop""], ""price_range"": {""min"": 770, ""max"": 35085}}"
U00414,52.0,Female,Bangalore,"{""categories"": [""Grocery""], ""brands"": [""Tata"", ""MTR""], ""price_range"": {""min"": 3440, ""max"": 18849}}"
U00415,24.0,Male,Pune,"{""categories"": [""Toys"", ""Beauty"", ""Grocery""], ""brands"": [""Hasbro"", ""Fisher-Price"", ""Maybelline"", ""LOreal"", ""Nestle""], ""price_range"": {""min"": 1174, ""max"": 28694}}"
U00416,28.0,Female,Chandigarh,"{""categories"": [""Clothing"", ""Books""], ""brands"": [""Zara"", ""Nike"", ""Cambridge"", ""HarperCollins""], ""price_range"": {""min"": 1605, ""max"": 32854}}"
U00417,27.0,Female,Mumbai,"{""categories"": [""Beauty"", ""Books"", ""Sports""], ""brands"": [""Dove"", ""The Body Shop"", ""Penguin"", ""Pearson"", ""Adidas""], ""price_range"": {""min"": 1869, ""max"": 7738}}"
U00418,36.0,Male,Kochi,"{""categories"": [""Books""], ""brands"": [""Oxford"", ""HarperCollins""], ""price_range"": {""min"": 2308, ""max"": 36369}}"
U00419,25.0,Female,Nagpur,"{""categories"": [""Sports"", ""Home & Kitchen""], ""brands"": [""Nike"", ""Adidas"", ""Philips"", ""Bosch""], ""price_range"": {""min"": 1267, ""max"": 25909}}"
U00420,57.0,Male,Delhi,"{""categories"": [""Grocery"", ""Clothing""], ""brands"": [""Haldirams"", ""MTR"", ""Levis"", ""Peter England""], ""price_range"": {""min"": 4151, ""max"": 47657}}"
U00421,26.0,Male,Coimbatore,"{""categories"": [""Books"", ""Beauty"", ""Home & Kitchen""], ""brands"": [""Scholastic"", ""Oxford"", ""Nivea"", ""Dove"", ""Bosch""], ""price_range"": {""min"": 1372, ""max"": 35865}}"
U00422,50.0,Female,Chennai,"{""categories"": [""Sports""], ""brands"": [""Yonex"", ""Reebok""], ""price_range"": {""min"": 4124, ""max"": 43924}}"
U00423,46.0,Female,Ahmedabad,"{""categories"": [""Clothing"", ""Toys"", ""Sports""], ""brands"": [""Peter England"", ""Van Heusen"", ""Mattel"", ""Hasbro"", ""Puma""], ""price_range"": {""min"": 3763, ""max"": 21119}}"
U00424,,Male,Pune,"{""categories"": [""Electronics""], ""brands"": [""LG"", ""Xiaomi""], ""price_range"": {""min"": 5348, ""max"": 12939}}"
U00425,35.0,Male,Bangalore,"{""categories"": [""Electronics""], ""brands"": [""OnePlus"", ""Oppo""], ""price_range"": {""min"": 2580, ""max"": 47320}}"
U00426,60.0,Female,Coimbatore,"{""categories"": [""Toys"", ""Home & Kitchen""], ""brands"": [""Hasbro"", ""Nerf"", ""Bosch"", ""Pigeon""], ""price_range"": {""min"": 4286, ""max"": 19990}}"
U00427,,Male,Pune,"{""categories"": [""Books"", ""Grocery"", ""Beauty""], ""brands"": [""Pearson"", ""Scholastic"", ""Britannia"", ""Amul"", ""Garnier""], ""price_range"": {""min"": 3176, ""max"": 36422}}"
U00428,45.0,Male,Kochi,"{""categories"": [""Grocery""], ""brands"": [""Amul"", ""Nestle""], ""price_range"": {""min"": 3149, ""max"": 49754}}"
U00429,25.0,Male,Kochi,"{""categories"": [""Sports"", ""Clothing""], ""brands"": [""Adidas"", ""Wilson"", ""Peter England"", ""Adidas""], ""price_range"": {""min"": 1198, ""max"": 29699}}"
U00430,42.0,Male,Coimbatore,"{""categories"": [""Electronics"", ""Beauty"", ""Grocery""], ""brands"": [""Apple"", ""Realme"", ""Garnier"", ""Lakme"", ""Patanjali""], ""price_range"": {""min"": 2605, ""max"": 42667}}"
U00431,30.0,Female,Pune,"{""categories"": [""Home & Kitchen"", ""Toys"", ""Sports""], ""brands"": [""Philips"", ""Prestige"", ""Nerf"", ""Hasbro"", ""Nike""], ""price_range"": {""min"": 1708, ""max"": 15036}}"
U00432,28.0,Female,Jaipur,"{""categories"": [""Grocery""], ""brands"": [""Britannia"", ""Tata""], ""price_range"": {""min"": 1924, ""max"": 32445}}"
U00433,54.0,Female,Lucknow,"{""categories"": [""Grocery""], ""brands"": [""Haldirams"", ""Amul""], ""price_range"": {""min"": 3844, ""max"": 13771}}"
U00434,29.0,Male,Mumbai,"{""categories"": [""Electronics"", ""Beauty""], ""brands"": [""Realme"", ""Samsung"", ""Lakme"", ""Dove""], ""price_range"": {""min"": 1404, ""max"": 22214}}"
U00435,44.0,Female,Kochi,"{""categories"": [""Beauty""], ""brands"": [""Dove"", ""LOreal""], ""price_range"": {""min"": 2850, ""max"": 39980}}"
U00436,45.0,Male,Mumbai,"{""categories"": [""Toys""], ""brands"": [""Hasbro"", ""Lego""], ""price_range"": {""min"": 3331, ""max"": 41603}}"
U00437,29.0,Female,Coimbatore,"{""categories"": [""Clothing""], ""brands"": [""Puma"", ""Adidas""], ""price_range"": {""min"": 1438, ""max"": 44263}}"
U00438,49.0,Female,Hyderabad,"{""categories"": [""Beauty"", ""Toys""], ""brands"": [""LOreal"", ""The Body Shop"", ""Fisher-Price"", ""Lego""], ""price_range"": {""min"": 3534, ""max"": 49687}}"
U00439,59.0,Female,Kolkata,"{""categories"": [""Toys""], ""brands"": [""Fisher-Price"", ""Hot Wheels""], ""price_range"": {""min"": 4181, ""max"": 15657}}"
U00440,26.0,Male,Hyderabad,"{""categories"": [""Books"", ""Home & Kitchen"", ""Sports""], ""brands"": [""Penguin"", ""Pearson"", ""Pigeon"", ""Philips"", ""Reebok""], ""price_range"": {""min"": 802, ""max"": 14199}}"
U00441,,Female,Jaipur,"{""categories"": [""Grocery"", ""Electronics""], ""brands"": [""Haldirams"", ""Tata"", ""Sony"", ""Samsung""], ""price_range"": {""min"": 1578, ""max"": 50204}}"
U00442,29.0,Male,Ahmedabad,"{""categories"": [""Toys"", ""Sports"", ""Home & Kitchen""], ""brands"": [""Hot Wheels"", ""Lego"", ""Yonex"", ""Nike"", ""Philips""], ""price_range"": {""min"": 1223, ""max"": 24112}}"
U00443,29.0,Female,Coimbatore,"{""categories"": [""Grocery""], ""brands"": [""Britannia"", ""Tata""], ""price_range"": {""min"": 1467, ""max"": 38639}}"
U00444,54.0,Male,Coimbatore,"{""categories"": [""Clothing""], ""brands"": [""H&M"", ""Peter England""], ""price_range"": {""min"": 4170, ""max"": 30232}}"
U00445,21.0,Male,Lucknow,"{""categories"": [""Electronics"", ""Clothing"", ""Home & Kitchen""], ""brands"": [""Samsung"", ""Apple"", ""Puma"", ""Van Heusen"", ""IFB""], ""price_range"": {""min"": 1198, ""max"": 22133}}"
U00446,36.0,Male,Chennai,"{""categories"": [""Home & Kitchen""], ""brands"": [""Philips"", ""Havells""], ""price_range"": {""min"": 2068, ""max"": 46246}}"
U00447,29.0,Male,Nagpur,"{""categories"": [""Toys"", ""Sports""], ""brands"": [""Hot Wheels"", ""Mattel"", ""Reebok"", ""Wilson""], ""price_range"": {""min"": 1833, ""max"": 13692}}"
U00448,37.0,Male,Bangalore,"{""categories"": [""Clothing"", ""Beauty"", ""Sports""], ""brands"": [""Zara"", ""Nike"", ""Lakme"", ""Nivea"", ""Adidas""], ""price_range"": {""min"": 2757, ""max"": 12643}}"
U00449,40.0,Male,Kolkata,"{""categories"": [""Toys"", ""Grocery""], ""brands"": [""Mattel"", ""Lego"", ""Haldirams"", ""Britannia""], ""price_range"": {""min"": 3162, ""max"": 36031}}"
U00450,46.0,Male,Indore,"{""categories"": [""Grocery"", ""Books"", ""Clothing""], ""brands"": [""Britannia"", ""MTR"", ""Oxford"", ""Pearson"", ""Puma""], ""price_range"": {""min"": 3667, ""max"": 36193}}"
U00451,50.0,Female,Lucknow,"{""categories"": [""Toys"", ""Electronics""], ""brands"": [""Hot Wheels"", ""Mattel"", ""LG"", ""Xiaomi""], ""price_range"": {""min"": 4183, ""max"": 35122}}"
U00452,35.0,Male,Delhi,"{""categories"": [""Clothing"", ""Home & Kitchen""], ""brands"": [""Puma"", ""Levis"", ""Bajaj"", ""Bosch""], ""price_range"": {""min"": 1769, ""max"": 21997}}"
U00453,28.0,Female,Pune,"{""categories"": [""Sports"", ""Home & Kitchen""], ""brands"": [""Nike"", ""Decathlon"", ""Prestige"", ""Bajaj""], ""price_range"": {""min"": 1216, ""max"": 8319}}"
U00454,44.0,Female,Ahmedabad,"{""categories"": [""Sports"", ""Toys""], ""brands"": [""Puma"", ""Nike"", ""Hasbro"", ""Lego""], ""price_range"": {""min"": 2857, ""max"": 23480}}"
U00455,49.0,Other,Bangalore,"{""categories"": [""Toys"", ""Books"", ""Beauty""], ""brands"": [""Hot Wheels"", ""Nerf"", ""Oxford"", ""Penguin"", ""Lakme""], ""price_range"": {""min"": 4056, ""max"": 18362}}"
U00456,35.0,Male,Kolkata,"{""categories"": [""Clothing""], ""brands"": [""Zara"", ""Van Heusen""], ""price_range"": {""min"": 2480, ""max"": 43098}}"
U00457,34.0,Male,Pune,"{""categories"": [""Electronics""], ""brands"": [""OnePlus"", ""LG""], ""price_range"": {""min"": 2402, ""max"": 40335}}"
U00458,22.0,Male,Pune,"{""categories"": [""Clothing"", ""Sports"", ""Beauty""], ""brands"": [""Levis"", ""H&M"", ""Yonex"", ""Adidas"", ""Garnier""], ""price_range"": {""min"": 607, ""max"": 26795}}"
U00459,30.0,Female,Bangalore,"{""categories"": [""Home & Kitchen"", ""Grocery"", ""Toys""], ""brands"": [""Havells"", ""Philips"", ""Nestle"", ""Tata"", ""Hasbro""], ""price_range"": {""min"": 1649, ""max"": 39989}}"
U00460,24.0,Female,Chennai,"{""categories"": [""Toys"", ""Home & Kitchen"", ""Books""], ""brands"": [""Lego"", ""Mattel"", ""Havells"", ""Pigeon"", ""Pearson""], ""price_range"": {""min"": 1139, ""max"": 9401}}"
U00461,34.0,Male,Lucknow,"{""categories"": [""Books"", ""Grocery""], ""brands"": [""Penguin"", ""HarperCollins"", ""Britannia"", ""Tata""], ""price_range"": {""min"": 1754, ""max"": 46359}}"
U00462,39.0,Female,Pune,"{""categories"": [""Sports"", ""Toys"", ""Beauty""], ""brands"": [""Reebok"", ""Puma"", ""Fisher-Price"", ""Mattel"", ""Nivea""], ""price_range"": {""min"": 2956, ""max"": 21244}}"
U00463,39.0,Male,Lucknow,"{""categories"": [""Home & Kitchen"", ""Grocery""], ""brands"": [""Bosch"", ""Havells"", ""Haldirams"", ""Nestle""], ""price_range"": {""min"": 2825, ""max"": 31295}}"
U00464,40.0,Male,Ahmedabad,"{""categories"": [""Sports"", ""Clothing"", ""Books""], ""brands"": [""Puma"", ""Decathlon"", ""Peter England"", ""H&M"", ""HarperCollins""], ""price_range"": {""min"": 2242, ""max"": 28501}}"
U00465,53.0,Female,Pune,"{""categories"": [""Beauty""], ""brands"": [""The Body Shop"", ""Nivea""], ""price_range"": {""min"": 4472, ""max"": 34852}}"
U00466,32.0,Male,Kolkata,"{""categories"": [""Clothing"", ""Beauty"", ""Grocery""], ""brands"": [""Puma"", ""Zara"", ""The Body Shop"", ""Dove"", ""Tata""], ""price_range"": {""min"": 1549, ""max"": 21544}}"
U00467,35.0,Female,Ahmedabad,"{""categories"": [""Books"", ""Grocery""], ""brands"": [""Scholastic"", ""Penguin"", ""Patanjali"", ""Amul""], ""price_range"": {""min"": 2529, ""max"": 29779}}"
U00468,39.0,Female,Chandigarh,"{""categories"": [""Grocery"", ""Clothing"", ""Sports""], ""brands"": [""Britannia"", ""Nestle"", ""H&M"", ""Zara"", ""Adidas""], ""price_range"": {""min"": 2172, ""max"": 36022}}"
U00469,35.0,Male,Pune,"{""categories"": [""Toys"", ""Electronics"", ""Books""], ""brands"": [""Hot Wheels"", ""Fisher-Price"", ""Realme"", ""OnePlus"", ""Cambridge""], ""price_range"": {""min"": 2008, ""max"": 12758}}"
U00470,55.0,Female,Jaipur,"{""categories"": [""Electronics"", ""Toys""], ""brands"": [""Xiaomi"", ""Oppo"", ""Hot Wheels"", ""Nerf""], ""price_range"": {""min"": 4645, ""max"": 27123}}"
U00471,31.0,Male,Chandigarh,"{""categories"": [""Clothing"", ""Electronics"", ""Grocery""], ""brands"": [""Zara"", ""Adidas"", ""Samsung"", ""OnePlus"", ""Haldirams""], ""price_range"": {""min"": 1784, ""max"": 26323}}"
U00472,30.0,Male,Chandigarh,"{""categories"": [""Toys""], ""brands"": [""Mattel"", ""Fisher-Price""], ""price_range"": {""min"": 2061, ""max"": 49104}}"
U00473,26.0,Other,Delhi,"{""categories"": [""Electronics"", ""Grocery""], ""brands"": [""OnePlus"", ""Apple"", ""MTR"", ""Haldirams""], ""price_range"": {""min"": 885, ""max"": 50139}}"
U00474,33.0,Female,Jaipur,"{""categories"": [""Books"", ""Grocery""], ""brands"": [""Scholastic"", ""Oxford"", ""Amul"", ""Haldirams""], ""price_range"": {""min"": 2419, ""max"": 31325}}"
U00475,28.0,Female,Lucknow,"{""categories"": [""Home & Kitchen""], ""brands"": [""Bosch"", ""Prestige""], ""price_range"": {""min"": 1183, ""max"": 47368}}"
U00476,51.0,Female,Ahmedabad,"{""categories"": [""Clothing"", ""Home & Kitchen"", ""Books""], ""brands"": [""Adidas"", ""Nike"", ""Bajaj"", ""LG"", ""Scholastic""], ""price_range"": {""min"": 3405, ""max"": 17891}}"
U00477,45.0,Female,Ahmedabad,"{""categories"": [""Books""], ""brands"": [""Cambridge"", ""Oxford""], ""price_range"": {""min"": 3419, ""max"": 22955}}"
U00478,23.0,Male,Kolkata,"{""categories"": [""Grocery""], ""brands"": [""Tata"", ""Amul""], ""price_range"": {""min"": 723, ""max"": 49560}}"
U00479,33.0,Female,Kochi,"{""categories"": [""Grocery"", ""Home & Kitchen""], ""brands"": [""Tata"", ""Britannia"", ""Prestige"", ""IFB""], ""price_range"": {""min"": 1631, ""max"": 29154}}"
U00480,28.0,Female,Kochi,"{""categories"": [""Clothing""], ""brands"": [""Nike"", ""Van Heusen""], ""price_range"": {""min"": 1733, ""max"": 30696}}"
U00481,22.0,Female,Kolkata,"{""categories"": [""Clothing"", ""Sports"", ""Grocery""], ""brands"": [""Levis"", ""H&M"", ""Adidas"", ""Yonex"", ""Nestle""], ""price_range"": {""min"": 471, ""max"": 31276}}"
U00482,27.0,Male,Jaipur,"{""categories"": [""Toys""], ""brands"": [""Fisher-Price"", ""Hasbro""], ""price_range"": {""min"": 1026, ""max"": 32936}}"
U00483,27.0,Male,Indore,"{""categories"": [""Toys"", ""Sports"", ""Clothing""], ""brands"": [""Hasbro"", ""Fisher-Price"", ""Reebok"", ""Nike"", ""Levis""], ""price_range"": {""min"": 1837, ""max"": 39206}}"
U00484,48.0,Female,Lucknow,"{""categories"": [""Toys""], ""brands"": [""Fisher-Price"", ""Lego""], ""price_range"": {""min"": 3272, ""max"": 24551}}"
U00485,33.0,Female,Kochi,"{""categories"": [""Books"", ""Clothing"", ""Home & Kitchen""], ""brands"": [""Pearson"", ""Penguin"", ""Adidas"", ""Van Heusen"", ""Bajaj""], ""price_range"": {""min"": 1728, ""max"": 32824}}"
U00486,25.0,Female,Kolkata,"{""categories"": [""Books"", ""Grocery""], ""brands"": [""Penguin"", ""Scholastic"", ""Haldirams"", ""Amul""], ""price_range"": {""min"": 1570, ""max"": 35254}}"
U00487,40.0,Male,Jaipur,"{""categories"": [""Sports""], ""brands"": [""Yonex"", ""Reebok""], ""price_range"": {""min"": 2823, ""max"": 21701}}"
U00488,27.0,Female,Lucknow,"{""categories"": [""Toys""], ""brands"": [""Hot Wheels"", ""Lego""], ""price_range"": {""min"": 1370, ""max"": 49761}}"
U00489,35.0,Male,Kolkata,"{""categories"": [""Sports"", ""Toys"", ""Books""], ""brands"": [""Yonex"", ""Adidas"", ""Nerf"", ""Mattel"", ""Cambridge""], ""price_range"": {""min"": 2542, ""max"": 20951}}"
U00490,52.0,Female,Delhi,"{""categories"": [""Home & Kitchen"", ""Grocery"", ""Electronics""], ""brands"": [""Philips"", ""Bajaj"", ""Tata"", ""Nestle"", ""Xiaomi""], ""price_range"": {""min"": 3589, ""max"": 38552}}"
U00491,20.0,Male,Bangalore,"{""categories"": [""Toys""], ""brands"": [""Fisher-Price"", ""Hot Wheels""], ""price_range"": {""min"": 680, ""max"": 49103}}"
U00492,43.0,Male,Bangalore,"{""categories"": [""Toys"", ""Books""], ""brands"": [""Hasbro"", ""Fisher-Price"", ""Pearson"", ""Cambridge""], ""price_range"": {""min"": 3432, ""max"": 33500}}"
U00493,28.0,Male,Kochi,"{""categories"": [""Home & Kitchen""], ""brands"": [""Bajaj"", ""Philips""], ""price_range"": {""min"": 1148, ""max"": 29814}}"
U00494,34.0,Female,Chennai,"{""categories"": [""Home & Kitchen"", ""Clothing""], ""brands"": [""Bosch"", ""IFB"", ""Peter England"", ""H&M""], ""price_range"": {""min"": 1627, ""max"": 51620}}"
U00495,29.0,Female,Mumbai,"{""categories"": [""Sports"", ""Electronics""], ""brands"": [""Reebok"", ""Adidas"", ""LG"", ""Realme""], ""price_range"": {""min"": 1368, ""max"": 6675}}"
