interaction_id,user_id,product_id,interaction_type,timestamp,rating,session_id,device,search_query
1011,U0308,P03153,search,2026-02-09 04:51:45,,S0832,desktop,beauty
1012,U0068,P04213,view,2026-03-20 12:51:45,,S1280,mobile,
1013,U0234,P03447,view,2026-01-16 11:51:45,,S0552,mobile,
1014,U0167,P03126,add_to_cart,2026-02-04 23:51:45,,S0519,desktop,
1015,U0268,P00067,view,2026-03-21 20:51:45,,S1529,desktop,
1016,U0415,P01205,view,2025-10-07 08:51:45,,S0441,desktop,
1017,U0306,P01281,wishlist,2025-11-27 08:51:45,,S0510,mobile,
1018,U0094,P04718,click,2025-09-25 18:51:45,,S0512,tablet,
1019,U0193,P00005,view,2026-01-08 12:51:45,,S0769,desktop,
1020,U0069,P02526,view,2025-12-24 12:51:45,,S1431,desktop,
1021,U0131,P04478,purchase,2025-12-20 11:51:45,4.0,S1989,mobile,
1022,U0448,P02136,purchase,2025-11-14 02:51:45,4.0,S0722,tablet,
1023,U0292,P02222,click,2026-01-12 21:51:45,,S0820,desktop,
1024,U0078,P01042,view,2026-03-15 07:51:45,,S0826,desktop,
1025,U0310,P04334,click,2025-10-26 17:51:45,,S0265,desktop,
1026,U0298,P01590,view,2026-03-12 11:51:45,,S0381,tablet,
1027,U0269,P03242,click,2026-02-20 19:51:45,,S0787,desktop,
1028,U0204,P04702,click,2026-02-07 13:51:45,,S1828,desktop,
1029,U0194,P04832,search,2025-10-20 20:51:45,,S1123,mobile,grocery
1030,U0111,P03922,search,2025-12-12 02:51:45,,S1055,desktop,books
1031,U0364,P03098,search,2025-12-03 19:51:45,,S0617,mobile,sports
1032,U0127,P00347,click,2026-01-19 00:51:45,,S1666,mobile,
1033,U0049,P04805,view,2026-02-20 07:51:45,,S0021,mobile,
1034,U0003,P02373,view,2025-10-07 22:51:45,,S1431,desktop,
1035,U0477,P00515,wishlist,2026-01-04 20:51:45,,S1336,tablet,
1036,U0117,P02329,add_to_cart,2025-10-31 17:51:45,,S0446,desktop,
1037,U0061,P02667,view,2025-10-13 02:51:45,,S0963,mobile,
1038,U0017,P03552,add_to_cart,2025-10-04 07:51:45,,S0609,mobile,
1039,U0381,P01110,view,2026-03-22 09:51:45,,S1272,tablet,
1040,U0333,P01841,view,2026-01-24 19:51:45,,S1168,desktop,
1041,U0219,P02141,click,2025-10-17 07:51:45,,S0257,tablet,
1042,U0482,P04467,search,2026-03-15 23:51:45,,S1756,desktop,home & kitchen
1043,U0206,P00768,click,2025-12-21 12:51:45,,S1287,mobile,
1044,U0230,P00861,search,2025-12-04 01:51:45,,S0683,desktop,clothing
1045,U0079,P02379,purchase,2026-03-23 10:51:45,4.0,S1924,desktop,
1046,U0252,P02719,view,2026-03-05 22:51:45,,S0398,desktop,
1047,U0339,P00844,view,2025-11-17 04:51:45,,S1016,mobile,
1048,U0329,P02671,view,2025-12-07 17:51:45,,S1552,tablet,
1049,U0391,P01217,add_to_cart,2025-10-15 20:51:45,,S1712,tablet,
1050,U0306,P04840,view,2025-11-21 13:51:45,,S0431,desktop,
1051,U0021,P01490,purchase,2026-01-04 11:51:45,5.0,S0587,tablet,
1052,U0312,P03972,click,2025-11-30 20:51:45,,S1964,tablet,
1053,U0213,P01848,view,2026-03-08 19:51:45,,S1417,desktop,
1054,U0212,P00556,purchase,2025-10-14 18:51:45,5.0,S1410,tablet,
1055,U0437,P02927,view,2025-09-28 12:51:45,,S1969,tablet,
1056,U0086,P04859,view,2026-01-15 08:51:45,,S0786,mobile,
1057,U0498,P04432,purchase,2025-11-14 19:51:45,5.0,S1116,tablet,
1058,U0041,P00782,view,2025-11-29 11:51:45,,S0556,tablet,
1059,U0410,P02188,add_to_cart,2026-02-23 07:51:45,,S0097,tablet,
1060,U0252,P00023,view,2026-03-22 01:51:45,,S0504,mobile,
1061,U0368,P00916,click,2026-03-20 12:51:45,,S1238,tablet,
1062,U0280,P04350,view,2026-01-30 01:51:45,,S0784,desktop,
1063,U0394,P01937,click,2025-11-05 02:51:45,,S0818,tablet,
1064,U0486,P03668,click,2026-03-21 15:51:45,,S0803,desktop,
1065,U0081,P00782,wishlist,2025-12-17 10:51:45,,S1418,desktop,
1066,U0364,P01864,view,2025-12-08 15:51:45,,S0410,mobile,
1067,U0478,P02287,view,2026-03-19 03:51:45,,S1860,tablet,
1068,U0461,P04003,view,2025-10-21 02:51:45,,S0990,mobile,
1069,U0306,P00865,click,2025-09-27 23:51:45,,S1814,desktop,
1070,U0444,P01756,add_to_cart,2026-02-15 07:51:45,,S0776,mobile,
1071,U0050,P04612,view,2026-03-12 09:51:45,,S0334,desktop,
1072,U0124,P00875,click,2025-12-11 18:51:45,,S0605,desktop,
1073,U0409,P01217,view,2026-01-26 00:51:45,,S1854,desktop,
1074,U0348,P02358,click,2026-01-12 10:51:45,,S0984,tablet,
1075,U0358,P00465,search,2025-10-01 22:51:45,,S1583,mobile,clothing
1076,U0471,P00694,click,2026-03-08 10:51:45,,S0800,tablet,
1077,U0038,P04689,view,2026-01-21 01:51:45,,S0558,desktop,
1078,U0449,P03175,wishlist,2026-02-19 06:51:45,,S0369,mobile,
1079,U0168,P04721,click,2026-03-24 08:51:45,,S0476,mobile,
1080,U0071,P00604,add_to_cart,2026-01-06 19:51:45,,S0266,desktop,
1081,U0249,P03674,view,2025-12-15 03:51:45,,S0822,mobile,
1082,U0170,P00425,click,2026-03-14 07:51:45,,S0811,mobile,
1083,U0223,P03039,view,2025-11-08 23:51:45,,S0180,tablet,
1084,U0325,P04474,click,2026-03-22 13:51:45,,S1202,mobile,
1085,U0304,P00481,purchase,2026-01-22 23:51:45,3.0,S0748,mobile,
1086,U0012,P01293,add_to_cart,2025-11-27 08:51:45,,S1165,desktop,
1087,U0357,P01050,click,2026-02-05 07:51:45,,S0086,mobile,
1088,U0320,P03526,view,2025-11-26 08:51:45,,S1879,desktop,
1089,U0479,P02266,purchase,2025-10-14 01:51:45,5.0,S0090,desktop,
1090,U0147,P04956,view,2026-01-10 09:51:45,,S0462,tablet,
1091,U0047,P04624,view,2025-11-04 00:51:45,,S0798,desktop,
1092,U0323,P02455,search,2026-01-11 09:51:45,,S0816,desktop,grocery
1093,U0081,P04892,purchase,2025-12-20 15:51:45,4.0,S1263,desktop,
1094,U0027,P02952,view,2025-12-10 16:51:45,,S1661,desktop,
1095,U0431,P00201,click,2026-01-08 05:51:45,,S1769,tablet,
1096,U0079,P03327,view,2026-02-02 08:51:45,,S1638,mobile,
1097,U0188,P00651,click,2026-02-01 22:51:45,,S0009,mobile,
1098,U0226,P03680,click,2026-02-28 09:51:45,,S0867,mobile,
1099,U0178,P03093,view,2026-01-18 10:51:45,,S0154,mobile,
1100,U0126,P03516,click,2026-03-09 21:51:45,,S0769,desktop,
1101,U0375,P01752,view,2026-01-01 21:51:45,,S1924,desktop,
1102,U0299,P03675,view,2026-03-03 23:51:45,,S1910,tablet,
1103,U0327,P03783,wishlist,2026-01-06 21:51:45,,S0829,tablet,
1104,U0110,P00902,click,2026-02-03 09:51:45,,S1462,tablet,
1105,U0254,P04602,click,2025-11-04 19:51:45,,S0767,tablet,
1106,U0240,P02198,wishlist,2025-09-28 04:51:45,,S1736,desktop,
1107,U0411,P04441,view,2026-03-22 23:51:45,,S0206,tablet,
1108,U0096,P03762,click,2026-01-28 13:51:45,,S1742,mobile,
1109,U0354,P03925,view,2025-10-01 15:51:45,,S0431,tablet,
1110,U0441,P00326,view,2025-11-01 15:51:45,,S0660,mobile,
1111,U0391,P03720,click,2025-10-23 23:51:45,,S0383,desktop,
1112,U0085,P01231,view,2025-11-08 09:51:45,,S1335,mobile,
1113,U0024,P01362,view,2026-02-28 11:51:45,,S1411,mobile,
1114,U0034,P01744,purchase,2026-02-08 03:51:45,4.0,S0284,mobile,
1115,U0493,P00651,add_to_cart,2025-11-10 15:51:45,,S1822,tablet,
1116,U0005,P03959,view,2026-01-01 17:51:45,,S0673,desktop,
1117,U0354,P00583,search,2025-12-01 09:51:45,,S0894,tablet,electronics
1118,U0354,P01498,click,2026-01-27 16:51:45,,S0061,mobile,
1119,U0367,P02330,wishlist,2026-01-28 22:51:45,,S0317,mobile,
1120,U0397,P01234,search,2025-11-18 05:51:45,,S0958,desktop,clothing
1121,U0112,P03226,search,2025-11-14 21:51:45,,S1967,mobile,home & kitchen
1122,U0489,P03899,view,2025-12-01 19:51:45,,S0425,tablet,
1123,U0186,P00253,view,2026-01-03 14:51:45,,S1278,tablet,
1124,U0408,P00761,add_to_cart,2026-03-14 23:51:45,,S0969,tablet,
1125,U0153,P01084,search,2026-01-14 19:51:45,,S1384,tablet,clothing
1126,U0445,P04114,view,2025-11-28 06:51:45,,S0283,desktop,
1127,U0292,P03521,purchase,2026-03-21 18:51:45,4.0,S0830,mobile,
1128,U0413,P03175,search,2026-01-16 06:51:45,,S1493,mobile,clothing
1129,U0145,P02602,click,2025-10-10 01:51:45,,S0428,mobile,
1130,U0268,P04810,add_to_cart,2025-10-28 22:51:45,,S0993,tablet,
1131,U0295,P02276,purchase,2025-10-22 17:51:45,4.0,S1872,tablet,
1132,U0260,P02699,view,2026-01-11 00:51:45,,S1439,tablet,
1133,U0107,P03578,view,2026-02-20 15:51:45,,S1527,mobile,
1134,U0500,P00747,view,2026-02-11 21:51:45,,S1123,tablet,
1135,U0361,P04372,purchase,2026-03-04 22:51:45,5.0,S0214,desktop,
1136,U0316,P01744,view,2026-03-22 21:51:45,,S0150,mobile,
1137,U0351,P01025,search,2025-10-24 03:51:45,,S1441,desktop,home & kitchen
1138,U0481,P01317,view,2025-11-25 20:51:45,,S1033,tablet,
1139,U0252,P01057,view,2025-11-09 23:51:45,,S1119,tablet,
1140,U0248,P00529,click,2026-03-12 07:51:45,,S1429,mobile,
1141,U0375,P04732,add_to_cart,2025-12-12 10:51:45,,S0958,tablet,
1142,U0295,P03182,view,2025-10-02 09:51:45,,S1056,desktop,
1143,U0352,P04507,purchase,2025-12-15 13:51:45,5.0,S1110,mobile,
1144,U0498,P01458,view,2026-02-22 18:51:45,,S1720,tablet,
1145,U0031,P03397,view,2025-12-12 15:51:45,,S0016,mobile,
1146,U0215,P03679,add_to_cart,2025-12-10 11:51:45,,S0677,desktop,
1147,U0341,P03266,view,2025-12-23 04:51:45,,S0722,mobile,
1148,U0495,P03408,view,2026-03-23 18:51:45,,S0792,tablet,
1149,U0229,P04287,search,2026-01-08 22:51:45,,S0118,desktop,sports
1150,U0037,P01954,view,2026-02-13 14:51:45,,S1827,desktop,
1151,U0442,P04155,click,2025-11-24 10:51:45,,S0011,mobile,
1152,U0411,P01653,view,2025-12-10 02:51:45,,S0873,mobile,
1153,U0263,P02608,purchase,2026-03-13 20:51:45,3.0,S0041,mobile,
1154,U0210,P02351,view,2026-01-29 03:51:45,,S1317,desktop,
1155,U0032,P00504,click,2025-11-08 12:51:45,,S0063,tablet,
1156,U0398,P00567,view,2025-10-04 01:51:45,,S0025,tablet,
1157,U0395,P04838,click,2025-11-20 01:51:45,,S1798,desktop,
1158,U0070,P02758,wishlist,2025-11-02 11:51:45,,S0225,mobile,
1159,U0186,P04438,view,2026-01-02 18:51:45,,S0951,mobile,
1160,U0182,P03094,purchase,2025-11-19 10:51:45,5.0,S1995,mobile,
1161,U0294,P04773,view,2026-03-20 09:51:45,,S1198,tablet,
1162,U0390,P03514,view,2025-10-18 11:51:45,,S0554,mobile,
1163,U0334,P00363,purchase,2026-03-01 08:51:45,5.0,S1230,mobile,
1164,U0171,P03702,view,2026-01-04 15:51:45,,S0084,mobile,
1165,U0050,P03840,click,2025-11-08 06:51:45,,S0943,desktop,
1166,U0313,P02360,view,2025-12-05 20:51:45,,S0548,tablet,
1167,U0268,P01651,view,2025-11-10 20:51:45,,S0265,tablet,
1168,U0164,P04260,search,2025-09-27 03:51:45,,S1651,desktop,sports
1169,U0055,P01894,add_to_cart,2026-01-27 14:51:45,,S1989,desktop,
1170,U0016,P02954,add_to_cart,2025-12-17 21:51:45,,S1276,desktop,
1171,U0085,P02406,search,2026-01-30 16:51:45,,S1740,desktop,books
1172,U0099,P03157,view,2025-10-24 13:51:45,,S1346,tablet,
1173,U0469,P00807,wishlist,2025-11-09 17:51:45,,S0960,tablet,
1174,U0257,P03152,purchase,2025-12-27 01:51:45,5.0,S1276,tablet,
1175,U0304,P03444,search,2026-01-23 15:51:45,,S0943,tablet,clothing
1176,U0074,P00926,click,2025-11-16 01:51:45,,S0056,mobile,
1177,U0453,P04939,view,2025-12-05 09:51:45,,S1688,desktop,
1178,U0447,P04442,add_to_cart,2025-11-30 18:51:45,,S1375,tablet,
1179,U0144,P03659,click,2025-09-25 11:51:45,,S0145,tablet,
1180,U0406,P02689,view,2025-10-24 03:51:45,,S0159,tablet,
1181,U0277,P03721,add_to_cart,2025-11-26 03:51:45,,S0136,desktop,
1182,U0299,P00588,click,2026-01-06 08:51:45,,S1045,tablet,
1183,U0391,P03200,view,2025-11-04 13:51:45,,S1036,desktop,
1184,U0282,P01608,click,2026-02-13 19:51:45,,S1404,desktop,
1185,U0205,P04725,click,2026-02-25 14:51:45,,S0235,tablet,
1186,U0403,P04960,purchase,2026-03-02 02:51:45,5.0,S1120,mobile,
1187,U0080,P04424,click,2025-12-14 23:51:45,,S1606,mobile,
1188,U0262,P00218,add_to_cart,2025-11-19 19:51:45,,S1875,desktop,
1189,U0199,P04883,view,2026-02-22 18:51:45,,S0932,tablet,
1190,U0068,P04737,click,2025-12-15 02:51:45,,S1243,mobile,
1191,U0115,P02501,add_to_cart,2025-11-28 18:51:45,,S0497,tablet,
1192,U0162,P02731,click,2025-10-18 06:51:45,,S1766,tablet,
1193,U0401,P01846,wishlist,2026-02-04 09:51:45,,S0726,tablet,
1194,U0229,P03635,view,2026-02-27 14:51:45,,S1721,tablet,
1195,U0461,P00821,view,2025-12-26 23:51:45,,S0088,tablet,
1196,U0433,P03605,add_to_cart,2026-03-16 08:51:45,,S0261,tablet,
1197,U0048,P04333,view,2026-01-12 11:51:45,,S0092,desktop,
1198,U0189,P04403,view,2026-03-05 10:51:45,,S0131,desktop,
1199,U0455,P00910,purchase,2026-01-24 23:51:45,4.0,S1743,mobile,
1200,U0102,P00877,view,2025-12-14 02:51:45,,S1233,mobile,
1201,U0381,P03715,add_to_cart,2025-11-07 18:51:45,,S1790,mobile,
1202,U0119,P02017,click,2025-11-13 10:51:45,,S0540,desktop,
1203,U0500,P00242,search,2026-01-24 06:51:45,,S1487,desktop,home & kitchen
1204,U0489,P00637,click,2026-02-18 00:51:45,,S0654,desktop,
1205,U0112,P04146,add_to_cart,2026-02-22 08:51:45,,S1193,desktop,
1206,U0188,P04827,search,2025-10-04 15:51:45,,S1357,desktop,toys
1207,U0120,P04657,purchase,2026-01-29 21:51:45,3.0,S1157,mobile,
1208,U0170,P02487,add_to_cart,2026-01-25 12:51:45,,S0359,desktop,
1209,U0047,P03091,view,2025-12-25 23:51:45,,S1514,desktop,
1210,U0276,P03342,view,2025-11-25 13:51:45,,S0615,desktop,
1211,U0407,P01956,click,2026-02-21 08:51:45,,S1522,tablet,
1212,U0294,P00573,search,2025-11-20 11:51:45,,S1518,tablet,sports
1213,U0059,P00042,view,2026-02-11 14:51:45,,S0158,tablet,
1214,U0341,P02267,search,2026-02-27 12:51:45,,S1614,desktop,sports
1215,U0429,P03159,add_to_cart,2026-03-09 21:51:45,,S1210,desktop,
1216,U0419,P03663,view,2026-02-20 01:51:45,,S1660,tablet,
1217,U0441,P02352,add_to_cart,2026-01-22 13:51:45,,S1579,mobile,
1218,U0416,P00286,click,2025-10-10 01:51:45,,S0788,tablet,
1219,U0420,P03271,click,2025-11-27 16:51:45,,S1229,tablet,
1220,U0194,P03391,click,2026-03-05 19:51:45,,S0286,desktop,
1221,U0383,P02284,view,2026-03-16 15:51:45,,S1625,mobile,
1222,U0069,P02357,add_to_cart,2025-11-05 18:51:45,,S0149,mobile,
1223,U0372,P04799,view,2025-12-07 04:51:45,,S0734,tablet,
1224,U0380,P03614,add_to_cart,2025-12-31 15:51:45,,S1302,desktop,
1225,U0142,P00986,view,2026-03-18 00:51:45,,S0337,mobile,
1226,U0126,P02871,view,2026-01-06 07:51:45,,S1860,desktop,
1227,U0223,P01148,search,2025-12-18 18:51:45,,S0226,tablet,toys
1228,U0197,P03262,view,2025-10-30 01:51:45,,S1603,desktop,
1229,U0377,P03125,search,2025-10-13 09:51:45,,S0730,tablet,grocery
1230,U0389,P04273,add_to_cart,2025-12-18 11:51:45,,S1663,mobile,
1231,U0153,P01906,search,2025-11-04 09:51:45,,S0006,mobile,beauty
1232,U0381,P02813,view,2026-01-30 11:51:45,,S1597,desktop,
1233,U0474,P03324,click,2026-02-06 02:51:45,,S1865,tablet,
1234,U0118,P03943,purchase,2026-01-24 17:51:45,4.0,S0740,desktop,
1235,U0194,P00686,click,2025-11-21 10:51:45,,S1189,mobile,
1236,U0077,P02127,add_to_cart,2025-10-25 05:51:45,,S1078,tablet,
1237,U0239,P01963,view,2025-09-29 19:51:45,,S0593,mobile,
1238,U0299,P03629,click,2025-12-03 06:51:45,,S0195,tablet,
1239,U0100,P04084,view,2026-02-26 20:51:45,,S1427,tablet,
1240,U0246,P00703,view,2025-10-26 17:51:45,,S0665,mobile,
1241,U0481,P03555,click,2025-12-09 14:51:45,,S1293,mobile,
1242,U0484,P03981,purchase,2026-03-05 02:51:45,5.0,S0093,tablet,
1243,U0344,P03432,view,2025-12-30 05:51:45,,S1719,mobile,
1244,U0209,P01105,search,2025-10-26 22:51:45,,S0406,mobile,clothing
1245,U0474,P00591,click,2026-01-16 14:51:45,,S1448,tablet,
1246,U0101,P00338,view,2026-03-11 14:51:45,,S1964,tablet,
1247,U0222,P02746,search,2026-03-19 22:51:45,,S0669,mobile,home & kitchen
1248,U0087,P00723,view,2026-02-13 19:51:45,,S0827,desktop,
1249,U0246,P00709,view,2025-10-25 01:51:45,,S0291,mobile,
1250,U0049,P03292,click,2026-01-20 13:51:45,,S1739,tablet,
1251,U0266,P01078,view,2026-03-16 09:51:45,,S0476,tablet,
1252,U0067,P00374,click,2026-02-16 23:51:45,,S0057,mobile,
1253,U0492,P00361,search,2026-02-23 13:51:45,,S0525,tablet,beauty
1254,U0158,P00958,view,2025-10-11 14:51:45,,S0745,mobile,
1255,U0265,P01770,view,2025-10-22 11:51:45,,S0688,desktop,
1256,U0348,P01731,view,2025-11-16 07:51:45,,S0612,desktop,
1257,U0313,P01309,view,2025-11-13 06:51:45,,S0880,mobile,
1258,U0138,P04715,wishlist,2026-01-20 06:51:45,,S1537,desktop,
1259,U0326,P02168,add_to_cart,2025-11-03 23:51:45,,S1281,desktop,
1260,U0091,P02718,click,2026-03-01 09:51:45,,S1410,mobile,
1261,U0197,P03312,click,2025-12-29 01:51:45,,S1735,mobile,
1262,U0137,P01286,click,2026-01-19 23:51:45,,S1047,mobile,
1263,U0318,P03412,view,2026-01-15 04:51:45,,S1604,desktop,
1264,U0113,P01208,view,2025-12-01 11:51:45,,S1892,desktop,
1265,U0223,P01912,view,2025-11-01 01:51:45,,S1432,tablet,
1266,U0359,P01043,purchase,2025-10-28 02:51:45,5.0,S1532,mobile,
1267,U0079,P04321,search,2026-02-14 10:51:45,,S0212,desktop,beauty
1268,U0244,P03769,search,2025-09-27 06:51:45,,S1948,mobile,sports
1269,U0382,P02757,view,2025-10-07 10:51:45,,S0842,tablet,
1270,U0169,P02210,add_to_cart,2026-03-18 06:51:45,,S1608,mobile,
1271,U0202,P01206,view,2025-11-24 01:51:45,,S1309,mobile,
1272,U0316,P03271,view,2026-01-25 22:51:45,,S1939,tablet,
1273,U0043,P03793,view,2026-01-21 19:51:45,,S1019,mobile,
1274,U0243,P03861,add_to_cart,2026-03-23 16:51:45,,S0561,tablet,
1275,U0315,P04416,search,2026-03-20 02:51:45,,S1836,mobile,toys
1276,U0198,P04701,view,2026-02-19 16:51:45,,S0585,desktop,
1277,U0402,P03609,click,2025-12-31 23:51:45,,S0570,mobile,
1278,U0384,P03035,purchase,2026-01-08 08:51:45,4.0,S0421,mobile,
1279,U0307,P04849,search,2025-10-24 23:51:45,,S1842,desktop,electronics
1280,U0006,P04104,purchase,2026-03-03 22:51:45,4.0,S1315,desktop,
1281,U0360,P02394,click,2026-03-02 00:51:45,,S0840,desktop,
1282,U0345,P02022,view,2025-10-22 16:51:45,,S0068,mobile,
1283,U0490,P02918,purchase,2025-10-29 19:51:45,4.0,S1590,tablet,
1284,U0127,P04664,view,2026-03-04 13:51:45,,S0464,mobile,
1285,U0140,P01765,click,2025-10-05 06:51:45,,S1707,desktop,
1286,U0337,P02242,click,2026-02-27 10:51:45,,S0094,tablet,
1287,U0280,P02174,view,2026-03-09 17:51:45,,S1772,desktop,
1288,U0253,P00695,wishlist,2025-11-05 17:51:45,,S0213,desktop,
1289,U0006,P04738,add_to_cart,2025-10-23 22:51:45,,S1347,mobile,
1290,U0396,P01317,search,2026-03-15 15:51:45,,S1085,tablet,electronics
1291,U0426,P03417,search,2025-12-11 02:51:45,,S0068,tablet,toys
1292,U0494,P04783,view,2026-01-09 15:51:45,,S0250,mobile,
1293,U0133,P02555,click,2026-02-13 18:51:45,,S0430,desktop,
1294,U0102,P03872,click,2025-10-04 16:51:45,,S0995,tablet,
1295,U0052,P00414,view,2025-11-21 16:51:45,,S1752,tablet,
1296,U0453,P00914,view,2026-02-17 21:51:45,,S0201,tablet,
1297,U0350,P00990,view,2025-11-25 22:51:45,,S1777,mobile,
1298,U0083,P04267,click,2025-10-08 17:51:45,,S0593,mobile,
1299,U0062,P03666,search,2026-01-07 09:51:45,,S0280,desktop,home & kitchen
1300,U0479,P03787,click,2025-11-14 08:51:45,,S1006,desktop,
1301,U0151,P01537,add_to_cart,2026-01-22 02:51:45,,S1616,mobile,
1302,U0020,P04091,view,2026-02-23 22:51:45,,S0777,mobile,
1303,U0401,P01383,view,2026-02-14 16:51:45,,S0714,desktop,
1304,U0450,P00741,search,2026-01-28 09:51:45,,S0106,desktop,electronics
1305,U0306,P03232,view,2025-11-04 11:51:45,,S1668,desktop,
1306,U0173,P01325,purchase,2025-11-16 20:51:45,5.0,S0154,mobile,
1307,U0072,P03817,add_to_cart,2026-03-07 21:51:45,,S0956,tablet,
1308,U0278,P04075,click,2025-12-23 06:51:45,,S0800,tablet,
1309,U0145,P00379,view,2026-02-25 01:51:45,,S1288,tablet,
1310,U0375,P02984,search,2025-12-12 13:51:45,,S0749,desktop,beauty
1311,U0399,P01490,click,2026-03-02 05:51:45,,S0320,desktop,
1312,U0207,P02955,click,2026-03-18 11:51:45,,S0784,mobile,
1313,U0244,P00629,view,2025-10-08 11:51:45,,S0228,mobile,
1314,U0003,P03098,click,2025-12-07 14:51:45,,S0534,mobile,
1315,U0404,P03647,purchase,2026-02-26 19:51:45,3.0,S1307,desktop,
1316,U0210,P02136,wishlist,2026-02-27 04:51:45,,S0278,tablet,
1317,U0073,P01375,view,2026-02-24 16:51:45,,S0720,tablet,
1318,U0083,P04435,view,2026-02-08 02:51:45,,S0318,desktop,
1319,U0007,P02490,search,2025-11-10 13:51:45,,S0734,tablet,home & kitchen
1320,U0303,P00008,view,2026-03-14 20:51:45,,S1539,tablet,
1321,U0138,P01743,click,2026-02-25 21:51:45,,S0237,mobile,
1322,U0178,P01500,view,2025-12-01 15:51:45,,S0338,tablet,
1323,U0272,P03574,view,2025-10-11 21:51:45,,S1917,tablet,
1324,U0185,P04560,wishlist,2025-10-22 05:51:45,,S1074,mobile,
1325,U0015,P00505,view,2026-01-07 16:51:45,,S1274,desktop,
1326,U0466,P02699,view,2026-03-05 00:51:45,,S0682,mobile,
1327,U0403,P00784,search,2026-01-16 10:51:45,,S0962,tablet,beauty
1328,U0210,P02358,add_to_cart,2025-10-15 15:51:45,,S1128,mobile,
1329,U0090,P00206,click,2025-12-26 04:51:45,,S1870,tablet,
1330,U0329,P00205,add_to_cart,2026-01-25 05:51:45,,S1144,tablet,
1331,U0396,P00844,view,2025-10-06 00:51:45,,S1486,tablet,
1332,U0228,P03323,click,2026-03-21 09:51:45,,S1668,desktop,
1333,U0283,P04055,purchase,2025-10-24 01:51:45,5.0,S1574,mobile,
1334,U0279,P01529,click,2026-03-24 06:51:45,,S1235,desktop,
1335,U0291,P02942,search,2025-11-11 00:51:45,,S1641,tablet,books
1336,U0220,P00464,click,2025-12-07 05:51:45,,S0493,mobile,
1337,U0232,P03042,click,2026-03-13 17:51:45,,S0818,desktop,
1338,U0074,P01961,click,2025-11-01 17:51:45,,S0613,tablet,
1339,U0461,P03055,view,2026-03-19 03:51:45,,S0575,mobile,
1340,U0246,P01317,add_to_cart,2025-12-13 10:51:45,,S0552,desktop,
1341,U0236,P04087,search,2026-02-06 09:51:45,,S1644,mobile,toys
1342,U0273,P01969,add_to_cart,2026-01-19 14:51:45,,S0436,desktop,
1343,U0263,P02226,view,2026-02-20 10:51:45,,S0227,tablet,
1344,U0170,P04994,view,2025-11-08 09:51:45,,S0646,desktop,
1345,U0145,P04792,search,2025-12-16 14:51:45,,S1709,desktop,sports
1346,U0289,P00123,view,2026-02-10 08:51:45,,S0927,mobile,
1347,U0123,P01745,view,2026-02-16 00:51:45,,S1628,desktop,
1348,U0346,P01403,search,2026-03-03 09:51:45,,S1311,tablet,home & kitchen
1349,U0472,P04304,click,2026-03-13 11:51:45,,S0042,mobile,
1350,U0310,P04871,add_to_cart,2025-12-01 14:51:45,,S0204,desktop,
1351,U0152,P04918,view,2026-02-19 19:51:45,,S0619,mobile,
1352,U0209,P00867,click,2026-01-22 01:51:45,,S0361,desktop,
1353,U0196,P00045,click,2026-02-20 08:51:45,,S1540,mobile,
1354,U0498,P04697,view,2026-03-13 10:51:45,,S1089,desktop,
1355,U0004,P03615,view,2025-10-26 18:51:45,,S0218,tablet,
1356,U0123,P03218,add_to_cart,2025-11-19 00:51:45,,S0998,mobile,
1357,U0310,P00179,view,2025-10-26 23:51:45,,S0700,desktop,
1358,U0051,P02862,click,2025-10-02 11:51:45,,S1434,desktop,
1359,U0033,P02897,wishlist,2026-01-04 19:51:45,,S1490,desktop,
1360,U0297,P01169,view,2026-01-10 08:51:45,,S1489,mobile,
1361,U0070,P00679,wishlist,2025-10-08 23:51:45,,S0960,desktop,
1362,U0470,P00619,view,2025-12-18 10:51:45,,S0904,tablet,
1363,U0148,P03637,view,2026-02-22 00:51:45,,S0606,desktop,
1364,U0101,P00624,add_to_cart,2025-11-17 06:51:45,,S1985,desktop,
1365,U0365,P02873,view,2025-11-23 23:51:45,,S1836,desktop,
1366,U0035,P04366,view,2025-09-25 23:51:45,,S0658,desktop,
1367,U0281,P00533,view,2026-01-21 17:51:45,,S1383,mobile,
1368,U0201,P03618,view,2025-10-14 04:51:45,,S1296,desktop,
1369,U0105,P01248,view,2025-11-20 16:51:45,,S1105,desktop,
1370,U0300,P02919,purchase,2025-11-11 20:51:45,4.0,S1050,desktop,
1371,U0213,P00754,view,2026-02-14 00:51:45,,S0639,mobile,
1372,U0012,P03669,purchase,2026-01-21 01:51:45,4.0,S1157,tablet,
1373,U0077,P00600,view,2026-01-17 06:51:45,,S0706,tablet,
1374,U0338,P03162,add_to_cart,2026-02-20 04:51:45,,S1547,tablet,
1375,U0366,P04366,view,2025-10-01 04:51:45,,S0846,desktop,
1376,U0292,P01950,search,2026-02-17 18:51:45,,S0194,mobile,toys
1377,U0399,P03232,purchase,2026-02-10 21:51:45,5.0,S0600,mobile,
1378,U0221,P03161,view,2026-02-16 04:51:45,,S0375,desktop,
1379,U0162,P01808,wishlist,2026-01-20 04:51:45,,S1946,desktop,
1380,U0345,P04929,click,2025-12-09 11:51:45,,S1084,desktop,
1381,U0262,P01231,view,2025-10-28 10:51:45,,S1451,desktop,
