product_id,name,category,brand,price,rating,description,subcategory,num_reviews,stock,discount_percent,tags
P01061,"LG Smart TV 50"" Neo",Electronics,LG,4200.0,4.8,"Upgrade your tech life with LG Smart TV 50"" Neo by LG. Engineered for excellence. This mid-range product offers great value for money.",TV,2159,258,0,Electronics|LG|TV
P01062,Nike Neo Jeans,Clothing,Nike,5300.0,3.7,"Express yourself with Nike Neo Jeans from Nike. Trendy design, lasting comfort. This premium product offers great value for money.",Jeans,1595,378,20,Clothing|Nike|Jeans
P01063,Samsung Gaming Console Neo,Electronics,Samsung,91630.0,3.8,Upgrade your tech life with Samsung Gaming Console Neo by Samsung. Engineered for excellence. This premium product offers great value for money.,Smartphone,812,305,0,Electronics|Samsung|Smartphone
P01064,H&M Max Dress,Clothing,H&M,2530.0,4.1,"Express yourself with H&M Max Dress from H&M. Trendy design, lasting comfort. This mid-range product offers great value for money.",Dress,1637,267,0,Clothing|H&M|Dress
P01065,Britannia Max Chocolate Pack,Grocery,Britannia,170.0,1.7,Healthy living starts with Britannia Max Chocolate Pack. Fresh quality from Britannia. This budget-friendly product offers great value for money.,Chocolate,497,448,0,Grocery|Britannia|Chocolate
P01066,Hot Wheels Eco Outdoor Play Set,Toys,Hot Wheels,990.0,3.9,Hot Wheels Eco Outdoor Play Set - Fun for all ages. Quality entertainment by Hot Wheels. This budget-friendly product offers great value for money.,Remote Control Car,752,53,25,Toys|Hot Wheels|Remote Control Car
P01067,Tata Advanced Cereal 32g,Grocery,Tata,50.0,3.8,Healthy living starts with Tata Advanced Cereal 32g. Fresh quality from Tata. This budget-friendly product offers great value for money.,Cereal,1214,235,30,Grocery|Tata|Cereal
P01068,Yonex Plus Tennis Racket,Sports,Yonex,3800.0,4.3,Yonex Plus Tennis Racket - Engineered for athletes. Durable and high-performance. This mid-range product offers great value for money.,Tennis Racket,1320,388,0,Sports|Yonex|Tennis Racket
P01069,H&M Deluxe T-Shirt,Clothing,H&M,1180.0,4.3,"Express yourself with H&M Deluxe T-Shirt from H&M. Trendy design, lasting comfort. This mid-range product offers great value for money.",T-Shirt,1226,477,0,Clothing|H&M|T-Shirt
P01070,The Art of Classic Living,Books,HarperCollins,330.0,3.8,Dive into The Art of Classic Living. An enriching read published by HarperCollins. This budget-friendly product offers great value for money.,Fiction,1086,221,30,Books|HarperCollins|Fiction
P01071,The Body Shop Royal Shampoo 500ml,Beauty,The Body Shop,1110.0,5.0,Discover the magic of The Body Shop Royal Shampoo 500ml. Trusted skincare from The Body Shop. This mid-range product offers great value for money.,Lipstick,579,250,0,Beauty|The Body Shop|Lipstick
P01072,Realme Camera Premium 1000MP,Electronics,Realme,35580.0,3.3,Realme Camera Premium 1000MP - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,Camera,1389,312,0,Electronics|Realme|Camera
P01073,IFB Gold Air Fryer,Home & Kitchen,IFB,1040.0,4.4,Transform your kitchen with IFB Gold Air Fryer. Reliable performance by IFB. This mid-range product offers great value for money.,Air Fryer,301,400,10,Home & Kitchen|IFB|Air Fryer
P01074,Nestle Advanced Cooking Oil 1000L,Grocery,Nestle,100.0,3.8,Healthy living starts with Nestle Advanced Cooking Oil 1000L. Fresh quality from Nestle. This budget-friendly product offers great value for money.,Cooking Oil,1074,111,0,Grocery|Nestle|Cooking Oil
P01075,Stories of Plus Adventures,Books,Cambridge,620.0,3.9,Expand your horizons with Stories of Plus Adventures. Available from Cambridge publications. This budget-friendly product offers great value for money.,Fiction,1699,254,0,Books|Cambridge|Fiction
P01076,Wilson Deluxe Yoga Mat,Sports,Wilson,260.0,2.2,Train like a pro with Wilson Deluxe Yoga Mat. Premium sports gear from Wilson. This budget-friendly product offers great value for money.,Yoga Mat,440,302,0,Sports|Wilson|Yoga Mat
P01077,OnePlus Smartphone Neo 500GB,Electronics,OnePlus,14560.0,3.9,Upgrade your tech life with OnePlus Smartphone Neo 500GB by OnePlus. Engineered for excellence. This premium product offers great value for money.,Smartphone,1431,406,0,Electronics|OnePlus|Smartphone
P01078,Puma Royal Track Pants,Clothing,Puma,1560.0,4.2,Step out in style with Puma Royal Track Pants. Made with premium quality fabric by Puma. This mid-range product offers great value for money.,T-Shirt,722,206,0,Clothing|Puma|T-Shirt
P01079,IFB Neo Electric Kettle,Home & Kitchen,IFB,1260.0,3.6,Bring home IFB Neo Electric Kettle by IFB. Built for modern households. This mid-range product offers great value for money.,Electric Kettle,232,228,0,Home & Kitchen|IFB|Electric Kettle
P01080,IFB Elite Washing Machine 1000kg,Home & Kitchen,IFB,15180.0,3.9,IFB Elite Washing Machine 1000kg - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,Washing Machine,382,340,0,Home & Kitchen|IFB|Washing Machine
P01081,Mattel Elite Educational Kit,Toys,Mattel,5950.0,4.4,Spark imagination with Mattel Elite Educational Kit from Mattel. Safe and educational. This premium product offers great value for money.,Educational Kit,688,397,30,Toys|Mattel|Educational Kit
P01082,Patanjali Classic Spices Combo,Grocery,Patanjali,50.0,1.6,Healthy living starts with Patanjali Classic Spices Combo. Fresh quality from Patanjali. This budget-friendly product offers great value for money.,Spices,770,65,0,Grocery|Patanjali|Spices
P01083,Philips Smart Pressure Cooker 50L,Home & Kitchen,Philips,520.0,3.5,Philips Smart Pressure Cooker 50L - Making your daily chores effortless. Energy efficient and durable. This budget-friendly product offers great value for money.,Microwave,1353,74,0,Home & Kitchen|Philips|Microwave
P01084,H&M Essential Jacket,Clothing,H&M,1700.0,4.8,"Express yourself with H&M Essential Jacket from H&M. Trendy design, lasting comfort. This mid-range product offers great value for money.",Jacket,324,434,0,Clothing|H&M|Jacket
P01085,Philips Advanced Electric Kettle,Home & Kitchen,Philips,55060.0,3.0,Philips Advanced Electric Kettle - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,Electric Kettle,701,102,0,Home & Kitchen|Philips|Electric Kettle
P01086,Samsung Wireless Earbuds Silver,Electronics,Samsung,1540.0,3.4,Experience cutting-edge technology with Samsung Wireless Earbuds Silver. Features latest innovations from Samsung. This mid-range product offers great value for money.,Smartphone,1350,421,0,Electronics|Samsung|Smartphone
P01087,Realme Camera Eco 500MP,Electronics,Realme,9780.0,2.5,Experience cutting-edge technology with Realme Camera Eco 500MP. Features latest innovations from Realme. This premium product offers great value for money.,Camera,207,191,10,Electronics|Realme|Camera
P01088,Apple Bluetooth Speaker Deluxe,Electronics,Apple,48520.0,3.5,Experience cutting-edge technology with Apple Bluetooth Speaker Deluxe. Features latest innovations from Apple. This premium product offers great value for money.,Bluetooth Speaker,1737,251,0,Electronics|Apple|Bluetooth Speaker
P01089,Levis Smart Track Pants,Clothing,Levis,4820.0,3.8,Step out in style with Levis Smart Track Pants. Made with premium quality fabric by Levis. This mid-range product offers great value for money.,T-Shirt,1738,225,0,Clothing|Levis|T-Shirt
P01090,Van Heusen Pro Formal Shirt,Clothing,Van Heusen,9560.0,5.0,"Express yourself with Van Heusen Pro Formal Shirt from Van Heusen. Trendy design, lasting comfort. This premium product offers great value for money.",Formal Shirt,967,293,0,Clothing|Van Heusen|Formal Shirt
P01091,Lakme Elite Sunscreen SPF65,Beauty,Lakme,260.0,4.1,Lakme Elite Sunscreen SPF65 - Your secret to radiant skin. Premium formulation by Lakme. This budget-friendly product offers great value for money.,Sunscreen,1167,305,0,Beauty|Lakme|Sunscreen
P01092,Oppo Bluetooth Speaker Max,Electronics,Oppo,3020.0,3.5,Upgrade your tech life with Oppo Bluetooth Speaker Max by Oppo. Engineered for excellence. This mid-range product offers great value for money.,Bluetooth Speaker,1237,97,30,Electronics|Oppo|Bluetooth Speaker
P01093,Complete Royal Reference,Books,Cambridge,1980.0,2.7,Dive into Complete Royal Reference. An enriching read published by Cambridge. This mid-range product offers great value for money.,Fiction,1040,337,5,Books|Cambridge|Fiction
P01094,"Xiaomi Smart TV 128"" Essential",Electronics,Xiaomi,13650.0,3.4,"Experience cutting-edge technology with Xiaomi Smart TV 128"" Essential. Features latest innovations from Xiaomi. This premium product offers great value for money.",TV,739,285,0,Electronics|Xiaomi|TV
P01095,Amul Advanced Honey 500g,Grocery,Amul,150.0,3.2,Pure and natural Amul Advanced Honey 500g by Amul. Quality you can trust. This budget-friendly product offers great value for money.,Honey,531,334,0,Grocery|Amul|Honey
P01096,Oppo Wireless Earbuds Eco,Electronics,Oppo,22700.0,2.4,Upgrade your tech life with Oppo Wireless Earbuds Eco by Oppo. Engineered for excellence. This premium product offers great value for money.,Smartphone,1012,346,0,Electronics|Oppo|Smartphone
P01097,Bajaj Premium Vacuum Cleaner,Home & Kitchen,Bajaj,8460.0,3.0,Transform your kitchen with Bajaj Premium Vacuum Cleaner. Reliable performance by Bajaj. This premium product offers great value for money.,Vacuum Cleaner,1450,434,0,Home & Kitchen|Bajaj|Vacuum Cleaner
P01098,Haldirams Eco Honey 8g,Grocery,Haldirams,80.0,3.5,Pure and natural Haldirams Eco Honey 8g by Haldirams. Quality you can trust. This budget-friendly product offers great value for money.,Honey,1182,446,0,Grocery|Haldirams|Honey
P01099,H&M Eco T-Shirt,Clothing,H&M,1120.0,3.6,"Express yourself with H&M Eco T-Shirt from H&M. Trendy design, lasting comfort. This mid-range product offers great value for money.",T-Shirt,366,481,0,Clothing|H&M|T-Shirt
P01100,Lakme Lite Perfume 64ml,Beauty,Lakme,2250.0,4.3,Lakme Lite Perfume 64ml - Your secret to radiant skin. Premium formulation by Lakme. This mid-range product offers great value for money.,Perfume,1177,307,0,Beauty|Lakme|Perfume
P01101,Learn Smart in 30 Days,Books,Penguin,1550.0,4.9,Expand your horizons with Learn Smart in 30 Days. Available from Penguin publications. This mid-range product offers great value for money.,Fiction,1670,248,0,Books|Penguin|Fiction
P01102,Philips Eco Vacuum Cleaner,Home & Kitchen,Philips,2050.0,3.6,Philips Eco Vacuum Cleaner - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,Vacuum Cleaner,1016,165,0,Home & Kitchen|Philips|Vacuum Cleaner
P01103,Peter England Lite T-Shirt,Clothing,Peter England,1440.0,4.4,"Express yourself with Peter England Lite T-Shirt from Peter England. Trendy design, lasting comfort. This mid-range product offers great value for money.",T-Shirt,902,480,0,Clothing|Peter England|T-Shirt
P01104,Adidas Max Track Pants,Clothing,Adidas,1460.0,3.5,Adidas Max Track Pants - Comfort meets fashion. Perfect for any occasion. This mid-range product offers great value for money.,T-Shirt,832,471,0,Clothing|Adidas|T-Shirt
P01105,Levis Plus Hoodie,Clothing,Levis,1040.0,3.2,"Express yourself with Levis Plus Hoodie from Levis. Trendy design, lasting comfort. This mid-range product offers great value for money.",Hoodie,1532,334,0,Clothing|Levis|Hoodie
P01106,Adidas Silver Fitness Band,Sports,Adidas,290.0,4.3,Train like a pro with Adidas Silver Fitness Band. Premium sports gear from Adidas. This budget-friendly product offers great value for money.,Fitness Band,429,29,0,Sports|Adidas|Fitness Band
P01107,Reebok Lite Football,Sports,Reebok,1030.0,3.5,Reebok Lite Football - Engineered for athletes. Durable and high-performance. This mid-range product offers great value for money.,Running Shoes,504,246,0,Sports|Reebok|Running Shoes
P01108,H&M Essential Dress,Clothing,H&M,490.0,3.3,Step out in style with H&M Essential Dress. Made with premium quality fabric by H&M. This budget-friendly product offers great value for money.,Dress,840,105,0,Clothing|H&M|Dress
P01109,Bosch Ultra Mixer Grinder,Home & Kitchen,Bosch,65130.0,3.1,Bosch Ultra Mixer Grinder - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,Mixer Grinder,998,50,0,Home & Kitchen|Bosch|Mixer Grinder
P01110,Apple Bluetooth Speaker Essential,Electronics,Apple,2450.0,2.7,Experience cutting-edge technology with Apple Bluetooth Speaker Essential. Features latest innovations from Apple. This mid-range product offers great value for money.,Bluetooth Speaker,1149,80,0,Electronics|Apple|Bluetooth Speaker
P01111,The Art of Essential Living,Books,Oxford,2010.0,3.8,The Art of Essential Living - A must-read for every book lover. Thought-provoking content. This mid-range product offers great value for money.,Fiction,780,132,0,Books|Oxford|Fiction
P01112,MTR Ultra Coffee 750g,Grocery,MTR,1850.0,3.4,Healthy living starts with MTR Ultra Coffee 750g. Fresh quality from MTR. This mid-range product offers great value for money.,Rice,1526,284,0,Grocery|MTR|Rice
P01113,Haldirams Max Cereal 32g,Grocery,Haldirams,160.0,4.5,Pure and natural Haldirams Max Cereal 32g by Haldirams. Quality you can trust. This budget-friendly product offers great value for money.,Cereal,2160,387,0,Grocery|Haldirams|Cereal
P01114,"Sony Laptop Silver Series 50""",Electronics,Sony,3360.0,5.0,"Upgrade your tech life with Sony Laptop Silver Series 50"" by Sony. Engineered for excellence. This mid-range product offers great value for money.",Laptop,1890,137,0,Electronics|Sony|Laptop
P01115,Pigeon Essential Refrigerator 1000L,Home & Kitchen,Pigeon,1140.0,3.1,Pigeon Essential Refrigerator 1000L - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,Microwave,1281,183,0,Home & Kitchen|Pigeon|Microwave
P01116,Bosch Gold Induction Cooktop,Home & Kitchen,Bosch,4420.0,2.9,Bosch Gold Induction Cooktop - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,Microwave,220,400,0,Home & Kitchen|Bosch|Microwave
P01117,The Art of Classic Living,Books,Cambridge,310.0,4.9,Dive into The Art of Classic Living. An enriching read published by Cambridge. This budget-friendly product offers great value for money.,Fiction,2107,329,0,Books|Cambridge|Fiction
P01118,Reebok Smart Running Shoes,Sports,Reebok,200.0,3.9,Train like a pro with Reebok Smart Running Shoes. Premium sports gear from Reebok. This budget-friendly product offers great value for money.,Running Shoes,375,272,20,Sports|Reebok|Running Shoes
P01119,Haldirams Silver Tea 65g,Grocery,Haldirams,1760.0,3.8,Healthy living starts with Haldirams Silver Tea 65g. Fresh quality from Haldirams. This mid-range product offers great value for money.,Tea,834,339,10,Grocery|Haldirams|Tea
P01120,Fisher-Price Gold Remote Control Car,Toys,Fisher-Price,3070.0,2.6,Create happy memories with Fisher-Price Gold Remote Control Car. Trusted toy from Fisher-Price. This mid-range product offers great value for money.,Remote Control Car,646,471,0,Toys|Fisher-Price|Remote Control Car
P01121,Realme Power Bank 500mAh,Electronics,Realme,149470.0,4.1,Upgrade your tech life with Realme Power Bank 500mAh by Realme. Engineered for excellence. This premium product offers great value for money.,Power Bank,866,68,10,Electronics|Realme|Power Bank
P01122,Prestige Premium Vacuum Cleaner,Home & Kitchen,Prestige,9590.0,4.6,Bring home Prestige Premium Vacuum Cleaner by Prestige. Built for modern households. This premium product offers great value for money.,Vacuum Cleaner,703,33,0,Home & Kitchen|Prestige|Vacuum Cleaner
P01123,Pigeon Max Microwave Oven,Home & Kitchen,Pigeon,34530.0,4.6,Bring home Pigeon Max Microwave Oven by Pigeon. Built for modern households. This premium product offers great value for money.,Microwave,1884,261,0,Home & Kitchen|Pigeon|Microwave
P01124,Puma Elite Cricket Bat,Sports,Puma,210.0,4.3,Train like a pro with Puma Elite Cricket Bat. Premium sports gear from Puma. This budget-friendly product offers great value for money.,Running Shoes,1986,52,0,Sports|Puma|Running Shoes
P01125,Nike Basic Badminton Racket,Sports,Nike,15060.0,3.0,Elevate your game with Nike Basic Badminton Racket by Nike. Professional grade quality. This premium product offers great value for money.,Running Shoes,1203,449,0,Sports|Nike|Running Shoes
P01126,Nivea Ultra Serum,Beauty,Nivea,1660.0,2.5,Enhance your beauty routine with Nivea Ultra Serum by Nivea. Dermatologically tested. This mid-range product offers great value for money.,Serum,127,204,10,Beauty|Nivea|Serum
P01127,Pigeon Ultra Electric Kettle,Home & Kitchen,Pigeon,20160.0,3.0,Bring home Pigeon Ultra Electric Kettle by Pigeon. Built for modern households. This premium product offers great value for money.,Electric Kettle,1496,125,0,Home & Kitchen|Pigeon|Electric Kettle
P01128,Fisher-Price Pro Outdoor Play Set,Toys,Fisher-Price,3370.0,2.7,Create happy memories with Fisher-Price Pro Outdoor Play Set. Trusted toy from Fisher-Price. This mid-range product offers great value for money.,Remote Control Car,1246,234,0,Toys|Fisher-Price|Remote Control Car
P01129,Maybelline Basic Face Wash,Beauty,Maybelline,3840.0,4.4,Discover the magic of Maybelline Basic Face Wash. Trusted skincare from Maybelline. This mid-range product offers great value for money.,Face Wash,1166,42,0,Beauty|Maybelline|Face Wash
P01130,Sony Wireless Earbuds Pro,Electronics,Sony,15880.0,3.8,Experience cutting-edge technology with Sony Wireless Earbuds Pro. Features latest innovations from Sony. This premium product offers great value for money.,Smartphone,1036,239,0,Electronics|Sony|Smartphone
P01131,Royal Self Help Guide,Books,Pearson,300.0,4.3,Expand your horizons with Royal Self Help Guide. Available from Pearson publications. This budget-friendly product offers great value for money.,Self Help,326,458,0,Books|Pearson|Self Help
P01132,Dove Ultra Sunscreen SPF128,Beauty,Dove,3220.0,3.8,Discover the magic of Dove Ultra Sunscreen SPF128. Trusted skincare from Dove. This mid-range product offers great value for money.,Sunscreen,574,370,0,Beauty|Dove|Sunscreen
P01133,Decathlon Deluxe Cycling Helmet,Sports,Decathlon,2040.0,3.3,Train like a pro with Decathlon Deluxe Cycling Helmet. Premium sports gear from Decathlon. This mid-range product offers great value for money.,Cycling Helmet,1226,110,0,Sports|Decathlon|Cycling Helmet
P01134,Adidas Neo Dress,Clothing,Adidas,5660.0,3.2,"Express yourself with Adidas Neo Dress from Adidas. Trendy design, lasting comfort. This premium product offers great value for money.",Dress,900,248,0,Clothing|Adidas|Dress
P01135,Patanjali Gold Tea 16g,Grocery,Patanjali,1460.0,3.3,Patanjali Gold Tea 16g - Goodness in every bite. Premium selection from Patanjali. This mid-range product offers great value for money.,Tea,1440,150,0,Grocery|Patanjali|Tea
P01136,Philips Eco Pressure Cooker 750L,Home & Kitchen,Philips,8760.0,2.9,Philips Eco Pressure Cooker 750L - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,Microwave,1165,182,15,Home & Kitchen|Philips|Microwave
P01137,Nestle Max Cereal 8g,Grocery,Nestle,1230.0,5.0,Healthy living starts with Nestle Max Cereal 8g. Fresh quality from Nestle. This mid-range product offers great value for money.,Cereal,2060,335,0,Grocery|Nestle|Cereal
P01138,Britannia Elite Spices Combo,Grocery,Britannia,710.0,3.7,Pure and natural Britannia Elite Spices Combo by Britannia. Quality you can trust. This budget-friendly product offers great value for money.,Spices,1741,94,0,Grocery|Britannia|Spices
P01139,Amul Basic Chocolate Pack,Grocery,Amul,1200.0,3.8,Amul Basic Chocolate Pack - Goodness in every bite. Premium selection from Amul. This mid-range product offers great value for money.,Chocolate,295,458,0,Grocery|Amul|Chocolate
P01140,IFB Silver Pressure Cooker 65L,Home & Kitchen,IFB,4640.0,3.8,Transform your kitchen with IFB Silver Pressure Cooker 65L. Reliable performance by IFB. This mid-range product offers great value for money.,Microwave,606,373,0,Home & Kitchen|IFB|Microwave
P01141,Bosch Lite Pressure Cooker 750L,Home & Kitchen,Bosch,16200.0,4.3,Bring home Bosch Lite Pressure Cooker 750L by Bosch. Built for modern households. This premium product offers great value for money.,Microwave,761,399,0,Home & Kitchen|Bosch|Microwave
P01142,Xiaomi Gaming Console Premium,Electronics,Xiaomi,1410.0,3.2,Upgrade your tech life with Xiaomi Gaming Console Premium by Xiaomi. Engineered for excellence. This mid-range product offers great value for money.,Smartphone,1284,7,0,Electronics|Xiaomi|Smartphone
P01143,Philips Pro Vacuum Cleaner,Home & Kitchen,Philips,2900.0,4.7,Philips Pro Vacuum Cleaner - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,Vacuum Cleaner,771,387,10,Home & Kitchen|Philips|Vacuum Cleaner
P01144,Xiaomi Bluetooth Speaker Eco,Electronics,Xiaomi,1810.0,3.6,Upgrade your tech life with Xiaomi Bluetooth Speaker Eco by Xiaomi. Engineered for excellence. This mid-range product offers great value for money.,Bluetooth Speaker,769,359,5,Electronics|Xiaomi|Bluetooth Speaker
P01145,Wilson Pro Fitness Band,Sports,Wilson,970.0,3.6,Train like a pro with Wilson Pro Fitness Band. Premium sports gear from Wilson. This budget-friendly product offers great value for money.,Fitness Band,1077,387,5,Sports|Wilson|Fitness Band
P01146,Puma Basic Dress,Clothing,Puma,9830.0,4.8,"Express yourself with Puma Basic Dress from Puma. Trendy design, lasting comfort. This premium product offers great value for money.",Dress,2225,183,0,Clothing|Puma|Dress
P01147,Decathlon Essential Badminton Racket,Sports,Decathlon,300.0,3.2,Elevate your game with Decathlon Essential Badminton Racket by Decathlon. Professional grade quality. This budget-friendly product offers great value for money.,Running Shoes,408,280,0,Sports|Decathlon|Running Shoes
P01148,Fisher-Price Eco Outdoor Play Set,Toys,Fisher-Price,1790.0,4.1,Spark imagination with Fisher-Price Eco Outdoor Play Set from Fisher-Price. Safe and educational. This mid-range product offers great value for money.,Remote Control Car,263,194,25,Toys|Fisher-Price|Remote Control Car
P01149,Decathlon Advanced Cycling Helmet,Sports,Decathlon,11890.0,3.8,Train like a pro with Decathlon Advanced Cycling Helmet. Premium sports gear from Decathlon. This premium product offers great value for money.,Cycling Helmet,1480,351,25,Sports|Decathlon|Cycling Helmet
P01150,Learn Basic in 30 Days,Books,Pearson,430.0,3.8,Expand your horizons with Learn Basic in 30 Days. Available from Pearson publications. This budget-friendly product offers great value for money.,Fiction,1436,194,0,Books|Pearson|Fiction
P01151,The Body Shop Plus Face Wash,Beauty,The Body Shop,1070.0,4.2,Discover the magic of The Body Shop Plus Face Wash. Trusted skincare from The Body Shop. This mid-range product offers great value for money.,Face Wash,1846,154,5,Beauty|The Body Shop|Face Wash
P01152,Zara Max Hoodie,Clothing,Zara,400.0,3.0,Step out in style with Zara Max Hoodie. Made with premium quality fabric by Zara. This budget-friendly product offers great value for money.,Hoodie,640,92,0,Clothing|Zara|Hoodie
P01153,Adidas Smart Swimming Goggles,Sports,Adidas,6430.0,3.3,Adidas Smart Swimming Goggles - Engineered for athletes. Durable and high-performance. This premium product offers great value for money.,Swimming Goggles,1618,159,20,Sports|Adidas|Swimming Goggles
P01154,Bosch Max Water Purifier,Home & Kitchen,Bosch,5820.0,3.9,Transform your kitchen with Bosch Max Water Purifier. Reliable performance by Bosch. This premium product offers great value for money.,Water Purifier,519,433,20,Home & Kitchen|Bosch|Water Purifier
P01155,Hot Wheels Plus Puzzle 256 Pieces,Toys,Hot Wheels,210.0,5.0,Create happy memories with Hot Wheels Plus Puzzle 256 Pieces. Trusted toy from Hot Wheels. This budget-friendly product offers great value for money.,Remote Control Car,1522,60,0,Toys|Hot Wheels|Remote Control Car
P01156,Nike Deluxe Yoga Mat,Sports,Nike,6960.0,4.9,Train like a pro with Nike Deluxe Yoga Mat. Premium sports gear from Nike. This premium product offers great value for money.,Yoga Mat,301,121,30,Sports|Nike|Yoga Mat
P01157,Mattel Premium Doll House,Toys,Mattel,3520.0,4.1,Mattel Premium Doll House - Fun for all ages. Quality entertainment by Mattel. This mid-range product offers great value for money.,Doll House,1335,50,0,Toys|Mattel|Doll House
P01158,Nivea Smart Makeup Kit,Beauty,Nivea,260.0,3.6,Discover the magic of Nivea Smart Makeup Kit. Trusted skincare from Nivea. This budget-friendly product offers great value for money.,Makeup Kit,1015,402,0,Beauty|Nivea|Makeup Kit
P01159,Decathlon Advanced Fitness Band,Sports,Decathlon,24750.0,2.4,Elevate your game with Decathlon Advanced Fitness Band by Decathlon. Professional grade quality. This premium product offers great value for money.,Fitness Band,310,276,0,Sports|Decathlon|Fitness Band
P01160,LG Tablet Classic 55GB,Electronics,LG,8660.0,4.5,Upgrade your tech life with LG Tablet Classic 55GB by LG. Engineered for excellence. This premium product offers great value for money.,Tablet,685,4,0,Electronics|LG|Tablet
P01161,Adidas Silver Polo Shirt,Clothing,Adidas,670.0,4.6,Step out in style with Adidas Silver Polo Shirt. Made with premium quality fabric by Adidas. This budget-friendly product offers great value for money.,Polo Shirt,693,465,0,Clothing|Adidas|Polo Shirt
P01162,History of Plus Civilizations,Books,Cambridge,120.0,5.0,Dive into History of Plus Civilizations. An enriching read published by Cambridge. This budget-friendly product offers great value for money.,History,2140,91,5,Books|Cambridge|History
P01163,Zara Eco Jacket,Clothing,Zara,14900.0,4.1,Step out in style with Zara Eco Jacket. Made with premium quality fabric by Zara. This premium product offers great value for money.,Jacket,444,169,0,Clothing|Zara|Jacket
P01164,Puma Classic Fitness Band,Sports,Puma,1130.0,3.6,Puma Classic Fitness Band - Engineered for athletes. Durable and high-performance. This mid-range product offers great value for money.,Fitness Band,1506,316,0,Sports|Puma|Fitness Band
P01165,The Art of Max Living,Books,Penguin,920.0,3.8,Expand your horizons with The Art of Max Living. Available from Penguin publications. This budget-friendly product offers great value for money.,Fiction,1894,21,30,Books|Penguin|Fiction
P01166,Complete Deluxe Reference,Books,Oxford,680.0,3.8,Dive into Complete Deluxe Reference. An enriching read published by Oxford. This budget-friendly product offers great value for money.,Fiction,505,404,0,Books|Oxford|Fiction
P01167,Fisher-Price Pro Doll House,Toys,Fisher-Price,3430.0,3.7,Create happy memories with Fisher-Price Pro Doll House. Trusted toy from Fisher-Price. This mid-range product offers great value for money.,Doll House,1205,325,0,Toys|Fisher-Price|Doll House
P01168,The Body Shop Classic Shampoo 128ml,Beauty,The Body Shop,270.0,2.7,Enhance your beauty routine with The Body Shop Classic Shampoo 128ml by The Body Shop. Dermatologically tested. This budget-friendly product offers great value for money.,Lipstick,732,0,0,Beauty|The Body Shop|Lipstick
P01169,Xiaomi Wireless Earbuds Gold,Electronics,Xiaomi,54230.0,4.3,Upgrade your tech life with Xiaomi Wireless Earbuds Gold by Xiaomi. Engineered for excellence. This premium product offers great value for money.,Smartphone,1257,132,0,Electronics|Xiaomi|Smartphone
P01170,Peter England Pro Formal Shirt,Clothing,Peter England,6810.0,3.9,"Express yourself with Peter England Pro Formal Shirt from Peter England. Trendy design, lasting comfort. This premium product offers great value for money.",Formal Shirt,1639,232,10,Clothing|Peter England|Formal Shirt
P01171,LG Essential Mixer Grinder,Home & Kitchen,LG,2080.0,3.8,Transform your kitchen with LG Essential Mixer Grinder. Reliable performance by LG. This mid-range product offers great value for money.,Mixer Grinder,749,11,0,Home & Kitchen|LG|Mixer Grinder
P01172,Basic Self Help Guide,Books,Cambridge,1350.0,3.4,Basic Self Help Guide - A must-read for every book lover. Thought-provoking content. This mid-range product offers great value for money.,Self Help,1020,345,0,Books|Cambridge|Self Help
P01173,Bajaj Basic Vacuum Cleaner,Home & Kitchen,Bajaj,1250.0,3.8,Bajaj Basic Vacuum Cleaner - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,Vacuum Cleaner,1899,45,0,Home & Kitchen|Bajaj|Vacuum Cleaner
P01174,Xiaomi Camera Deluxe 500MP,Electronics,Xiaomi,29310.0,4.6,Xiaomi Camera Deluxe 500MP - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,Camera,2205,33,0,Electronics|Xiaomi|Camera
P01175,Britannia Max Rice 32kg,Grocery,Britannia,170.0,4.7,Britannia Max Rice 32kg - Goodness in every bite. Premium selection from Britannia. This budget-friendly product offers great value for money.,Rice,2169,432,0,Grocery|Britannia|Rice
P01176,Yonex Essential Badminton Racket,Sports,Yonex,320.0,3.8,Train like a pro with Yonex Essential Badminton Racket. Premium sports gear from Yonex. This budget-friendly product offers great value for money.,Running Shoes,689,77,0,Sports|Yonex|Running Shoes
P01177,Wilson Royal Cycling Helmet,Sports,Wilson,1420.0,4.4,Wilson Royal Cycling Helmet - Engineered for athletes. Durable and high-performance. This mid-range product offers great value for money.,Cycling Helmet,1155,217,25,Sports|Wilson|Cycling Helmet
P01178,Maybelline Ultra Makeup Kit,Beauty,Maybelline,1180.0,3.6,Discover the magic of Maybelline Ultra Makeup Kit. Trusted skincare from Maybelline. This mid-range product offers great value for money.,Makeup Kit,1308,300,0,Beauty|Maybelline|Makeup Kit
